region,date,crime
Lorraine,2013m1,-.28044069
Lorraine,2013m2,-.58751559
Lorraine,2013m3,-.57984769
Lorraine,2013m4,-.57729691
Lorraine,2013m5,-.22206645
Lorraine,2013m6,-.81535488
Lorraine,2013m7,-.93661809
Lorraine,2013m8,-.7649377
Lorraine,2013m9,-.35605109
Lorraine,2013m10,.010916609
Lorraine,2013m11,.3622748
Lorraine,2013m12,-.06011175
Lorraine,2014m1,.36221913
Lorraine,2014m2,.51679868
Lorraine,2014m3,-.32816535
Lorraine,2014m4,-.53922689
Lorraine,2014m5,-.67209959
Lorraine,2014m6,-1.0612259
Lorraine,2014m7,-.46605229
Lorraine,2014m8,-.71236634
Lorraine,2014m9,-.098214477
Lorraine,2014m10,-.20357485
Lorraine,2014m11,-.18790199
Lorraine,2014m12,-.67686343
Lorraine,2015m1,.61587077
Lorraine,2015m2,.38524634
Lorraine,2015m3,.30884367
Lorraine,2015m4,-.07807301
Lorraine,2015m5,-.37300625
Lorraine,2015m6,-.33390486
Lorraine,2015m7,-.63060784
Lorraine,2015m8,-.47780013
Lorraine,2015m9,.22861916
Lorraine,2015m10,.66681099
Lorraine,2015m11,1.0280603
Lorraine,2015m12,-.22315916
Lorraine,2016m1,1.0316294
Lorraine,2016m2,.69187307
Lorraine,2016m3,.74039644
Lorraine,2016m4,.34478387
Lorraine,2016m5,.38098586
Lorraine,2016m6,.12005134
Lorraine,2016m7,.083361834
Lorraine,2016m8,-.35166043
Lorraine,2016m9,.30572525
Lorraine,2016m10,1.2125522
Lorraine,2016m11,.97100848
Lorraine,2016m12,.10534786
Lorraine,2017m1,.53539026
Lorraine,2017m2,1.0979632
Lorraine,2017m3,1.0201117
