date,cat_health_conditions
2008m1,-.12377
2008m2,.2507879
2008m3,.4470555
2008m4,.4401151
2008m5,.1189249
2008m6,-.3919444
2008m7,-.7314977
2008m8,-.6615565
2008m9,-.0972269
2008m10,.255263
2008m11,.212942
2008m12,.0374089
2009m1,.1495304
2009m2,.5482385
2009m3,.7387763
2009m4,.572646
2009m5,.0696964
2009m6,-.473603
2009m7,-.6181954
2009m8,-.2684374
2009m9,.7835633
2009m10,1.727387
2009m11,1.908982
2009m12,1.537648
2010m1,1.354634
2010m2,1.744053
2010m3,2.041092
2010m4,1.954542
2010m5,1.326608
2010m6,.6462193
2010m7,.2927735
2010m8,.3802173
2010m9,.7700996
2010m10,.9834908
2010m11,.7832409
2010m12,.0343151
2011m1,-.3581024
2011m2,-.0641921
2011m3,.2791687
2011m4,.2339453
2011m5,-.3948061
2011m6,-.9996966
2011m7,-1.228057
2011m8,-1.025499
2011m9,-.4524809
2011m10,-.0730002
2011m11,-.0885188
2011m12,-.3634419
2012m1,-.3497224
2012m2,-.1145099
2012m3,-.0827209
2012m4,-.2574145
2012m5,-.6847356
2012m6,-1.066975
2012m7,-1.17521
2012m8,-1.150169
2012m9,-.8692924
2012m10,-.6684495
2012m11,-.6799764
2012m12,-.7686607
2013m1,-.6918339
2013m2,-.4899667
2013m3,-.3432644
2013m4,-.3643843
2013m5,-.7300549
2013m6,-1.156511
2013m7,-1.348257
2013m8,-1.104684
2013m9,-.5569367
2013m10,-.2389254
2013m11,-.4032319
2013m12,-.7723007
2014m1,-.6461591
2014m2,-.1654182
2014m3,.1152407
2014m4,.1366574
2014m5,-.3227041
2014m6,-.9165386
2014m7,-1.208409
2014m8,-.988693
2014m9,-.3148692
2014m10,.1944264
2014m11,.1848377
2014m12,-.0103221
2015m1,.0771621
2015m2,.4716744
2015m3,.6812214
2015m4,.5948122
2015m5,.0665858
2015m6,-.4322716
2015m7,-.6452026
2015m8,-.5004886
2015m9,-.0101166
2015m10,.3929159
2015m11,.4911799
2015m12,.4160381
2016m1,.5475113
2016m2,.9848269
2016m3,1.280873
2016m4,1.384077
