date,swb_anger
2008m1,-1.253925
2008m2,-1.076305
2008m3,-.6830842
2008m4,-.2769913
2008m5,-.0179639
2008m6,.1035283
2008m7,.1409957
2008m8,.1891853
2008m9,.557045
2008m10,1.136936
2008m11,1.106086
2008m12,.9650838
2009m1,1.37483
2009m2,1.710936
2009m3,1.739459
2009m4,1.541574
2009m5,1.373059
2009m6,1.434283
2009m7,1.621309
2009m8,1.793773
2009m9,1.852929
2009m10,1.557683
2009m11,1.140764
2009m12,.4817115
2010m1,-.1513157
2010m2,-.0967977
2010m3,.0270564
2010m4,.1740713
2010m5,.2984836
2010m6,.3345089
2010m7,.2335488
2010m8,.1989782
2010m9,.0501083
2010m10,-.0195368
2010m11,-.366827
2010m12,-.5741426
2011m1,-1.122797
2011m2,-1.289004
2011m3,-.8659328
2011m4,-.3620397
2011m5,-.2215277
2011m6,-.1151009
2011m7,.0961573
2011m8,.1443004
2011m9,-.1248323
2011m10,-.3094712
2011m11,-.7616941
2011m12,-1.033785
2012m1,-1.284852
2012m2,-1.433205
2012m3,-1.486331
2012m4,-1.216169
2012m5,-.9095675
2012m6,-.7398977
2012m7,-.5148653
2012m8,-.0263501
2012m9,.2330063
2012m10,.2201503
2012m11,.0223421
2012m12,-.3827451
2013m1,-.9717026
2013m2,-1.368657
2013m3,-1.303502
2013m4,-1.154301
2013m5,-1.050842
2013m6,-.9519314
2013m7,-.5175279
2013m8,.0243293
2013m9,.4503762
2013m10,.7127482
2013m11,.5262519
2013m12,.2149161
2014m1,-.1522889
2014m2,-.4454465
2014m3,-.4919151
2014m4,-.2798547
2014m5,-.09304
2014m6,.0752153
2014m7,.339407
2014m8,.6457816
2014m9,.644487
2014m10,.5096306
2014m11,.3614084
2014m12,.3932596
2015m1,.4119587
2015m2,.4195795
2015m3,.4735025
2015m4,.6160539
2015m5,.5645509
2015m6,.554839
2015m7,.7489098
2015m8,1.104712
2015m9,1.243537
2015m10,1.19841
2015m11,.7376187
2015m12,.2800554
2016m1,.0156587
2016m2,.0005992
2016m3,.4336717
2016m4,1.252959
