family_stress_f
1.580642
-.8783534
-.6192317
-.5937496
-.3897363
-.4983291
-.529871
.0327524
-.5101407
.6793042
-1.399443
-.0144393
-1.516633
-.3113917
-.9058416
-2.21945
.9530745
-.0519664
.7394655
.8302287
1.677189
-.8628535
-.5097594
-.1005888
.2334083
-1.619562
-.9334821
-.1772487
-.7253925
.9813577
.9807694
1.349332
1.805875
-.2741106
.7753966
1.155574
-.4416732
1.382785
1.111379
.0495548
2.304816
1.129112
1.048555
.6628143
-.013801
-.3681215
-1.637945
-.5051696
-1.164497
-1.720358
-.834846
.2675968
-.382696
-.1023449
.9540933
.6489139
-.5209628
