date,cat_health_conditions
2008m1,.0263794
2008m2,.4668278
2008m3,.5300477
2008m4,.4636445
2008m5,.0112418
2008m6,-.5048447
2008m7,-.6763775
2008m8,-.4710008
2008m9,.2021079
2008m10,.7684404
2008m11,.9110601
2008m12,.6289027
2009m1,.6016843
2009m2,.7556096
2009m3,.742133
2009m4,.6318073
2009m5,.2301435
2009m6,-.2586782
2009m7,-.5551689
2009m8,-.2922147
2009m9,.4933159
2009m10,1.391917
2009m11,1.841466
2009m12,1.7806
2010m1,1.810756
2010m2,2.075044
2010m3,2.29084
2010m4,1.996057
2010m5,1.287305
2010m6,.4952515
2010m7,.1051112
2010m8,.1131863
2010m9,.5355735
2010m10,.8607575
2010m11,.933295
2010m12,.5451367
2011m1,.2201567
2011m2,.2295509
2011m3,.1435381
2011m4,-.1305644
2011m5,-.5899954
2011m6,-1.22764
2011m7,-1.615049
2011m8,-1.499141
2011m9,-1.023989
2011m10,-.506404
2011m11,-.2961393
2011m12,-.3261971
2012m1,-.0937417
2012m2,.1746522
2012m3,.1977501
2012m4,-.1563225
2012m5,-.8500201
2012m6,-1.457897
2012m7,-1.669066
2012m8,-1.387773
2012m9,-.831722
2012m10,-.4805584
2012m11,-.4214017
2012m12,-.5533693
2013m1,-.4696977
2013m2,-.2244067
2013m3,-.22075
2013m4,-.3419418
2013m5,-.7702263
2013m6,-1.191628
2013m7,-1.321278
2013m8,-1.152565
2013m9,-.7441745
2013m10,-.4629597
2013m11,-.444619
2013m12,-.5774441
2014m1,-.3929473
2014m2,-.0285231
2014m3,.1082948
2014m4,.0141202
2014m5,-.405145
2014m6,-.9535316
2014m7,-1.283791
2014m8,-1.178094
2014m9,-.6142379
2014m10,-.1496713
2014m11,-.0467611
2014m12,-.1278775
2015m1,-.0342359
2015m2,.2056975
2015m3,.2996036
2015m4,.2118445
2015m5,-.2060653
2015m6,-.5964068
2015m7,-.6455883
2015m8,-.3285196
2015m9,.2601891
2015m10,.639357
2015m11,.6276587
2015m12,.5329823
2016m1,.5889596
2016m2,.7898186
2016m3,.9265742
2016m4,1.091968
