date,cat_personal_security
2008m1,-.9054635
2008m2,-.7592235
2008m3,-.6650016
2008m4,-.732261
2008m5,-1.011035
2008m6,-1.193706
2008m7,-1.163644
2008m8,-1.03753
2008m9,-.7196895
2008m10,-.4039662
2008m11,-.1547946
2008m12,-.0441675
2009m1,.1749739
2009m2,.6181457
2009m3,.6007185
2009m4,.2449621
2009m5,-.3594165
2009m6,-.6380199
2009m7,-.6931858
2009m8,-.5661167
2009m9,-.1522511
2009m10,.5414547
2009m11,1.107184
2009m12,1.178436
2010m1,1.001305
2010m2,.7808738
2010m3,.7392251
2010m4,.7658813
2010m5,.786325
2010m6,.3950979
2010m7,.0876911
2010m8,-.0257318
2010m9,.2781211
2010m10,.5774228
2010m11,.7664403
2010m12,.416582
2011m1,-.0194937
2011m2,-.2854395
2011m3,-.377281
2011m4,-.390104
2011m5,-.4538518
2011m6,-.4879842
2011m7,-.5130748
2011m8,-.5897771
2011m9,-.5632603
2011m10,-.5447773
2011m11,-.4181937
2011m12,-.3365979
2012m1,-.3233589
2012m2,-.536829
2012m3,-.6466699
2012m4,-.6592688
2012m5,-.5549101
2012m6,-.4153816
2012m7,-.3098421
2012m8,-.489644
2012m9,-.4835226
2012m10,.0241755
2012m11,1.134642
2012m12,2.510605
2013m1,2.52105
2013m2,1.638638
2013m3,.9825463
2013m4,.7198173
2013m5,.0837729
2013m6,-.4533256
2013m7,-.7312654
2013m8,-.7721094
2013m9,-.5980421
2013m10,-.5165538
2013m11,-.482242
2013m12,-.6074987
2014m1,-.7614193
2014m2,-.8274201
2014m3,-.853136
2014m4,-.7904901
2014m5,-.7290902
2014m6,-.5992782
2014m7,-.3860337
2014m8,-.2052001
2014m9,-.0451574
2014m10,-.101485
2014m11,-.1756843
2014m12,-.0782661
2015m1,.1319654
2015m2,.040594
2015m3,-.0531522
2015m4,-.1718072
2015m5,-.2129407
2015m6,-.08073
2015m7,.1292012
2015m8,.1928828
2015m9,.4983646
2015m10,1.182474
2015m11,1.977853
2015m12,1.948461
2016m1,1.31275
2016m2,.8467213
2016m3,.8793315
2016m4,1.040107
