date,cat_social_progress
2008m1,-.9821196
2008m2,-.5918751
2008m3,-.3724435
2008m4,-.4372126
2008m5,-.855446
2008m6,-1.305284
2008m7,-1.454155
2008m8,-1.279941
2008m9,-.7670721
2008m10,-.4515491
2008m11,-.5690402
2008m12,-.7520496
2009m1,-.6737709
2009m2,-.3218904
2009m3,-.0985499
2009m4,-.1657578
2009m5,-.7457908
2009m6,-1.216181
2009m7,-1.240428
2009m8,-.7561703
2009m9,-.0464619
2009m10,.4484801
2009m11,.3296154
2009m12,.0610024
2010m1,.0289101
2010m2,.5504835
2010m3,1.059805
2010m4,1.152042
2010m5,.6872696
2010m6,-.097299
2010m7,-.350458
2010m8,-.1538208
2010m9,.3271806
2010m10,.5340764
2010m11,.4822457
2010m12,-.0775816
2011m1,-.5617847
2011m2,-.6251576
2011m3,-.3675334
2011m4,-.2723427
2011m5,-.7532158
2011m6,-1.318765
2011m7,-1.350376
2011m8,-.8417056
2011m9,-.110004
2011m10,.2772282
2011m11,.2118314
2011m12,-.1237274
2012m1,-.2492964
2012m2,-.1256963
2012m3,.0109272
2012m4,-.0356253
2012m5,-.5424804
2012m6,-1.069095
2012m7,-1.071939
2012m8,-.5377911
2012m9,.1279924
2012m10,.4312158
2012m11,.2816193
2012m12,-.0327608
2013m1,-.0729923
2013m2,.1811009
2013m3,.3086436
2013m4,.2366048
2013m5,-.2298075
2013m6,-.7766314
2013m7,-.8920496
2013m8,-.4435361
2013m9,.2862056
2013m10,.619233
2013m11,.4602797
2013m12,.1591773
2014m1,.1269796
2014m2,.3285354
2014m3,.452401
2014m4,.4770716
2014m5,-.0273486
2014m6,-.5773696
2014m7,-.6317878
2014m8,-.0423691
2014m9,.8666787
2014m10,1.369461
2014m11,1.288985
2014m12,1.103105
2015m1,.9367135
2015m2,1.083825
2015m3,1.349506
2015m4,1.430462
2015m5,.7819369
2015m6,.1503475
2015m7,.0261141
2015m8,.6563308
2015m9,1.448815
2015m10,1.431515
2015m11,.9648825
2015m12,.5595815
2016m1,.5687389
2016m2,.7147551
2016m3,.8442421
2016m4,1.231384
