date,swb_worry
2008m1,-.9058685
2008m2,-.9093749
2008m3,-.6722633
2008m4,-.4889018
2008m5,-.3853702
2008m6,-.2926291
2008m7,-.3467316
2008m8,-.1463658
2008m9,.1065129
2008m10,.5889052
2008m11,1.260249
2008m12,2.009587
2009m1,2.426327
2009m2,1.835717
2009m3,.8908201
2009m4,.344604
2009m5,.4040522
2009m6,.587328
2009m7,.5522607
2009m8,.9758177
2009m9,1.50435
2009m10,1.737123
2009m11,.9337881
2009m12,.1170311
2010m1,-.4884132
2010m2,-.7438692
2010m3,-.907336
2010m4,-1.171813
2010m5,-1.316805
2010m6,-1.330758
2010m7,-1.197346
2010m8,-1.202152
2010m9,-1.143955
2010m10,-.8972342
2010m11,-.4797454
2010m12,.1073707
2011m1,.6094095
2011m2,.8164105
2011m3,1.01449
2011m4,1.108059
2011m5,.6867146
2011m6,.5342762
2011m7,.8657117
2011m8,1.248564
2011m9,1.318919
2011m10,1.284368
2011m11,1.230611
2011m12,.9036312
2012m1,.5702378
2012m2,.4038401
2012m3,.2137533
2012m4,.069673
2012m5,-.0730071
2012m6,.0128772
2012m7,.236143
2012m8,.568291
2012m9,.8154398
2012m10,.9152071
2012m11,.9996395
2012m12,.8124028
2013m1,.6105922
2013m2,.562916
2013m3,.4327223
2013m4,.455668
2013m5,.712896
2013m6,.9339342
2013m7,.7683436
2013m8,.5787348
2013m9,.4578086
2013m10,.4444227
2013m11,.3189511
2013m12,.1663892
2014m1,.1813385
2014m2,.2191103
2014m3,-.0066482
2014m4,-.3240291
2014m5,-.5070498
2014m6,-.3698604
2014m7,-.1992645
2014m8,-.0365033
2014m9,-.0123916
2014m10,-.1878858
2014m11,-.3124941
2014m12,-.3243084
2015m1,-.3998078
2015m2,-.5983403
2015m3,-.6948149
2015m4,-.9770806
2015m5,-1.274115
2015m6,-1.28756
2015m7,-1.004846
2015m8,-.5839932
2015m9,-.257869
2015m10,-.1400682
2015m11,-.3515559
2015m12,-.5671358
2016m1,-.8952222
2016m2,-.9039487
2016m3,-.5802935
2016m4,.1954898
