date,swb_sadness
2011m1,-.0021751
2011m2,-.0598955
2011m3,-.0336612
2011m4,-.0915393
2011m5,-.0943186
2011m6,-.0149425
2011m7,.2079692
2011m8,.2813895
2011m9,.1965486
2011m10,-.0294418
2011m11,-.1831241
2011m12,-.2463686
2012m1,-.3123904
2012m2,-.4440271
2012m3,-.6518606
2012m4,-.7947709
2012m5,-.8335082
2012m6,-.7484705
2012m7,-.5986313
2012m8,-.547195
2012m9,-.4462641
2012m10,-.3190263
2012m11,-.0663784
2012m12,.0689417
2013m1,-.163327
2013m2,-.6154924
2013m3,-.9167074
2013m4,-.9487822
2013m5,-.7609255
2013m6,-.2467275
2013m7,.6277181
2013m8,1.252827
2013m9,1.501356
2013m10,1.547807
2013m11,1.551964
2013m12,1.464536
2014m1,1.312669
2014m2,1.300622
2014m3,1.387884
2014m4,1.449352
2014m5,1.583275
2014m6,1.849185
2014m7,1.869154
2014m8,1.763205
2014m9,1.717865
2014m10,1.699843
2014m11,1.678273
2014m12,1.618929
2015m1,1.475904
2015m2,1.264366
2015m3,1.095432
2015m4,.9662324
2015m5,.7825682
2015m6,.7037557
2015m7,.7905744
2015m8,.9455873
2015m9,1.211631
2015m10,1.653977
2015m11,2.058012
2015m12,2.116245
2016m1,1.932
2016m2,1.697588
2016m3,1.512234
2016m4,1.190054
