region,date,juifs
Haute-Normandie,2013m1,1.2961314
Haute-Normandie,2013m2,.56637174
Haute-Normandie,2013m3,.34952942
Haute-Normandie,2013m4,-.15990624
Haute-Normandie,2013m5,-.094913408
Haute-Normandie,2013m6,-.62657589
Haute-Normandie,2013m7,-.050592966
Haute-Normandie,2013m8,.51120198
Haute-Normandie,2013m9,-.15378483
Haute-Normandie,2013m10,-.21313623
Haute-Normandie,2013m11,-.45134985
Haute-Normandie,2013m12,1.357327
Haute-Normandie,2014m1,2.2504473
Haute-Normandie,2014m2,.55959928
Haute-Normandie,2014m3,.074628077
Haute-Normandie,2014m4,-.066920914
Haute-Normandie,2014m5,-.27822104
Haute-Normandie,2014m6,-.14598668
Haute-Normandie,2014m7,1.7184249
Haute-Normandie,2014m8,.84807223
Haute-Normandie,2014m9,-.21017262
Haute-Normandie,2014m10,-.31403884
Haute-Normandie,2014m11,-.079291061
Haute-Normandie,2014m12,-.02168896
Haute-Normandie,2015m1,1.4114364
Haute-Normandie,2015m2,.69318676
Haute-Normandie,2015m3,-.42363581
Haute-Normandie,2015m4,-.31612667
Haute-Normandie,2015m5,-.45776302
Haute-Normandie,2015m6,-.28694004
Haute-Normandie,2015m7,-.093747973
Haute-Normandie,2015m8,-.06529776
Haute-Normandie,2015m9,.11829925
Haute-Normandie,2015m10,.041013073
Haute-Normandie,2015m11,-.3265557
Haute-Normandie,2015m12,-.19900262
Haute-Normandie,2016m1,.1107181
Haute-Normandie,2016m2,-.11002658
Haute-Normandie,2016m3,-.12861198
Haute-Normandie,2016m4,-.11650547
Haute-Normandie,2016m5,-.49774125
Haute-Normandie,2016m6,-.90369958
Haute-Normandie,2016m7,-.53934133
Haute-Normandie,2016m8,-.5274049
Haute-Normandie,2016m9,-.68708497
Haute-Normandie,2016m10,-.44247273
Haute-Normandie,2016m11,-.68224394
Haute-Normandie,2016m12,-.43650189
Haute-Normandie,2017m1,-.19853343
Haute-Normandie,2017m2,-.53816712
Haute-Normandie,2017m3,-.86838663
