date,cat_family
2011m1,-.3106326
2011m2,-.1616519
2011m3,-.0707205
2011m4,-.0824396
2011m5,-.2036091
2011m6,-.0781665
2011m7,.3402496
2011m8,.8941147
2011m9,1.661741
2011m10,2.281703
2011m11,2.12383
2011m12,1.467549
2012m1,.8525552
2012m2,.3948266
2012m3,.0206788
2012m4,-.1768351
2012m5,-.2335855
2012m6,-.2305119
2012m7,-.0134535
2012m8,.4772562
2012m9,1.06036
2012m10,1.390848
2012m11,1.242087
2012m12,.9415678
2013m1,.6810477
2013m2,.463579
2013m3,.062587
2013m4,-.4225282
2013m5,-.8482775
2013m6,-1.015225
2013m7,-.7499769
2013m8,-.0203658
2013m9,.8120034
2013m10,1.198423
2013m11,.7498625
2013m12,.0501556
2014m1,-.6476248
2014m2,-.9809528
2014m3,-1.012747
2014m4,-1.078615
2014m5,-1.312815
2014m6,-1.303851
2014m7,-.9172561
2014m8,-.4562619
2014m9,-.0199394
2014m10,.407167
2014m11,.6233954
2014m12,.4417566
2015m1,.0108162
2015m2,-.3359764
2015m3,-.6641399
2015m4,-.9967698
2015m5,-1.259516
2015m6,-1.501707
2015m7,-1.501944
2015m8,-.8773621
2015m9,-.1110915
2015m10,.3767604
2015m11,.2642979
2015m12,-.0078648
2016m1,-.2766843
2016m2,-.5092814
2016m3,-.494289
2016m4,-.4065494
