region,date,mal_etre
Pays de la Loire,2013m1,-.47774032
Pays de la Loire,2013m2,-.42359757
Pays de la Loire,2013m3,-.43160105
Pays de la Loire,2013m4,-.84534431
Pays de la Loire,2013m5,-.79662335
Pays de la Loire,2013m6,-.57843912
Pays de la Loire,2013m7,-1.0718275
Pays de la Loire,2013m8,-.89972317
Pays de la Loire,2013m9,-.54809135
Pays de la Loire,2013m10,-.58477998
Pays de la Loire,2013m11,-.34858388
Pays de la Loire,2013m12,-.78938109
Pays de la Loire,2014m1,.016135449
Pays de la Loire,2014m2,.077321298
Pays de la Loire,2014m3,-.11116372
Pays de la Loire,2014m4,-.36883235
Pays de la Loire,2014m5,-.22872525
Pays de la Loire,2014m6,-.45092422
Pays de la Loire,2014m7,-.66384888
Pays de la Loire,2014m8,-.4058468
Pays de la Loire,2014m9,-.076319233
Pays de la Loire,2014m10,-.21378911
Pays de la Loire,2014m11,.062828802
Pays de la Loire,2014m12,-.31706294
Pays de la Loire,2015m1,.36192948
Pays de la Loire,2015m2,.37632421
Pays de la Loire,2015m3,.63907933
Pays de la Loire,2015m4,.076767087
Pays de la Loire,2015m5,.23446526
Pays de la Loire,2015m6,.14247596
Pays de la Loire,2015m7,-.36845759
Pays de la Loire,2015m8,-.090749025
Pays de la Loire,2015m9,.46047974
Pays de la Loire,2015m10,.25847602
Pays de la Loire,2015m11,.15809348
Pays de la Loire,2015m12,-.074762844
Pays de la Loire,2016m1,.77394313
Pays de la Loire,2016m2,.90831715
Pays de la Loire,2016m3,.6478619
Pays de la Loire,2016m4,.29436237
Pays de la Loire,2016m5,.33773822
Pays de la Loire,2016m6,.064726606
Pays de la Loire,2016m7,-.0089372098
Pays de la Loire,2016m8,.30086359
Pays de la Loire,2016m9,.94230932
Pays de la Loire,2016m10,.49790475
Pays de la Loire,2016m11,.71380663
Pays de la Loire,2016m12,.12971574
Pays de la Loire,2017m1,.91486639
Pays de la Loire,2017m2,.96354049
Pays de la Loire,2017m3,1.3008757
