date,swb_worry
2011m1,-1.827903
2011m2,-1.302918
2011m3,-.7633736
2011m4,-.718326
2011m5,-1.045596
2011m6,-.9830239
2011m7,-.4303025
2011m8,.1996802
2011m9,.5329875
2011m10,.4830244
2011m11,-.0944335
2011m12,-.9547131
2012m1,-1.499063
2012m2,-1.469664
2012m3,-1.606435
2012m4,-1.643876
2012m5,-1.884822
2012m6,-1.779159
2012m7,-1.334561
2012m8,-.8185791
2012m9,-.3981933
2012m10,-.082594
2012m11,-.3063345
2012m12,-.5787374
2013m1,-.8615611
2013m2,-1.291156
2013m3,-1.753543
2013m4,-2.160141
2013m5,-2.1929
2013m6,-2.115783
2013m7,-1.98594
2013m8,-1.748582
2013m9,-1.694152
2013m10,-1.736977
2013m11,-1.957999
2013m12,-2.227833
2014m1,-2.518042
2014m2,-2.793517
2014m3,-2.978051
2014m4,-2.91531
2014m5,-2.719827
2014m6,-2.373859
2014m7,-2.208587
2014m8,-2.067691
2014m9,-2.035652
2014m10,-2.114564
2014m11,-2.307603
2014m12,-2.164684
2015m1,-1.918702
2015m2,-1.654038
2015m3,-1.575575
2015m4,-1.688434
2015m5,-2.090113
2015m6,-2.373794
2015m7,-2.207208
2015m8,-1.825269
2015m9,-1.618097
2015m10,-1.901934
2015m11,-2.475652
2015m12,-2.857919
2016m1,-2.813654
2016m2,-2.575472
2016m3,-2.277559
2016m4,-1.828212
