date,cat_summer_leisure
2008m1,-.4270151
2008m2,-.069243
2008m3,.4785637
2008m4,1.125777
2008m5,1.649753
2008m6,1.784902
2008m7,1.429007
2008m8,.7466292
2008m9,-.0010277
2008m10,-.5457667
2008m11,-.8852011
2008m12,-.92251
2009m1,-.6424857
2009m2,-.1962131
2009m3,.3252406
2009m4,.9068898
2009m5,1.479778
2009m6,1.722929
2009m7,1.414242
2009m8,.7343005
2009m9,.1305809
2009m10,-.2952174
2009m11,-.5898203
2009m12,-.6775258
2010m1,-.4165122
2010m2,.0455987
2010m3,.7811715
2010m4,1.540303
2010m5,2.149567
2010m6,2.362993
2010m7,1.919226
2010m8,1.059835
2010m9,.232133
2010m10,-.4142725
2010m11,-.8974804
2010m12,-1.023772
2011m1,-.8440006
2011m2,-.4658457
2011m3,.1083691
2011m4,.7000046
2011m5,1.183263
2011m6,1.290572
2011m7,.8715955
2011m8,.2173204
2011m9,-.3205284
2011m10,-.7914975
2011m11,-1.106493
2011m12,-1.144994
2012m1,-.9265916
2012m2,-.5393913
2012m3,.0154593
2012m4,.5761826
2012m5,1.014362
2012m6,1.063072
2012m7,.6826257
2012m8,.0733104
2012m9,-.5006758
2012m10,-.9517378
2012m11,-1.215073
2012m12,-1.267796
2013m1,-1.075145
2013m2,-.7413613
2013m3,-.2649034
2013m4,.2288044
2013m5,.678031
2013m6,.8366285
2013m7,.5324694
2013m8,-.059569
2013m9,-.6364594
2013m10,-1.089976
2013m11,-1.402848
2013m12,-1.466526
2014m1,-1.24473
2014m2,-.841054
2014m3,-.307625
2014m4,.2313327
2014m5,.6402251
2014m6,.7052529
2014m7,.3921086
2014m8,-.0989817
2014m9,-.5740571
2014m10,-.9038821
2014m11,-1.05871
2014m12,-1.01802
2015m1,-.8351356
2015m2,-.5100517
2015m3,-.0402133
2015m4,.3616718
2015m5,.6461991
2015m6,.702598
2015m7,.4277917
2015m8,-.0776385
2015m9,-.5762939
2015m10,-.9978407
2015m11,-1.299851
2015m12,-1.375746
2016m1,-1.190708
2016m2,-.7854311
2016m3,-.1896491
2016m4,.5424241
