date,swb_laugh
2011m1,-1.682294
2011m2,-.8204052
2011m3,-.1248856
2011m4,.4379787
2011m5,.7496877
2011m6,.4208615
2011m7,-.3377457
2011m8,-.8579705
2011m9,-.3750052
2011m10,.4378791
2011m11,1.020173
2011m12,.8674727
2012m1,.3514121
2012m2,.1392029
2012m3,.3118806
2012m4,.5849288
2012m5,.710813
2012m6,.6015391
2012m7,.2389077
2012m8,-.3103845
2012m9,-.5525675
2012m10,-.6051024
2012m11,-.7189513
2012m12,-.7429627
2013m1,-.7996321
2013m2,-.1633914
2013m3,.2616486
2013m4,.3200948
2013m5,.5134409
2013m6,.5781539
2013m7,.3745786
2013m8,-.3287329
2013m9,-.5835409
2013m10,-.4168359
2013m11,.0347645
2013m12,.0971122
2014m1,-.2872037
2014m2,-.2860796
2014m3,.0201545
2014m4,.2812983
2014m5,.5039446
2014m6,.4676422
2014m7,.0019889
2014m8,-.683107
2014m9,-.8108466
2014m10,-.3176922
2014m11,.3647065
2014m12,.4495157
2015m1,.0109991
2015m2,.2375101
2015m3,.6103829
2015m4,.7063236
2015m5,.7191825
2015m6,.3624547
2015m7,-.3004091
2015m8,-.9671146
2015m9,-.8453577
2015m10,-.408136
2015m11,.1063643
2015m12,.3033805
2016m1,-.1058524
2016m2,-.3231494
2016m3,-.4021378
2016m4,-.2866742
