date,swb_stress
2008m1,-.3276455
2008m2,.0658498
2008m3,.1881861
2008m4,.1296068
2008m5,.3256434
2008m6,.4814622
2008m7,.4481493
2008m8,.4091108
2008m9,.6197357
2008m10,.80575
2008m11,.8074499
2008m12,.9428309
2009m1,1.170828
2009m2,1.363989
2009m3,1.383585
2009m4,1.313931
2009m5,1.482117
2009m6,1.743368
2009m7,1.857072
2009m8,2.019785
2009m9,2.259311
2009m10,2.59291
2009m11,2.663279
2009m12,2.487039
2010m1,2.335179
2010m2,2.458002
2010m3,2.670037
2010m4,2.777973
2010m5,2.857706
2010m6,3.05105
2010m7,3.38901
2010m8,3.67375
2010m9,3.588762
2010m10,3.487308
2010m11,3.494999
2010m12,2.958619
2011m1,2.206308
2011m2,1.866101
2011m3,1.798689
2011m4,1.984611
2011m5,2.086912
2011m6,2.213448
2011m7,2.722068
2011m8,3.256073
2011m9,3.215353
2011m10,2.954574
2011m11,2.583321
2011m12,2.188618
2012m1,1.643268
2012m2,1.383399
2012m3,1.468931
2012m4,1.67014
2012m5,1.642394
2012m6,1.552135
2012m7,1.491304
2012m8,1.745636
2012m9,2.14847
2012m10,2.350274
2012m11,2.122816
2012m12,1.578527
2013m1,1.025177
2013m2,.8780957
2013m3,1.042908
2013m4,1.132728
2013m5,1.146472
2013m6,1.060341
2013m7,1.143771
2013m8,1.369498
2013m9,1.760747
2013m10,2.172035
2013m11,2.215207
2013m12,1.856391
2014m1,1.315214
2014m2,1.023429
2014m3,.7786862
2014m4,.6334023
2014m5,.5116805
2014m6,.5891302
2014m7,1.001555
2014m8,1.437628
2014m9,1.755761
2014m10,1.861287
2014m11,1.808396
2014m12,1.688177
2015m1,1.546062
2015m2,1.421298
2015m3,1.526796
2015m4,1.411269
2015m5,1.232577
2015m6,1.346118
2015m7,2.008476
2015m8,2.638128
2015m9,2.932006
2015m10,2.975177
2015m11,2.70958
2015m12,2.336532
2016m1,2.129815
2016m2,2.135548
2016m3,2.422762
2016m4,2.876309
