date,cat_civic_engagement
2008m1,.0257237
2008m2,.0184836
2008m3,-.0721992
2008m4,-.1984388
2008m5,-.5600535
2008m6,-1.136433
2008m7,-1.357303
2008m8,-.9879624
2008m9,-.0750957
2008m10,.6361163
2008m11,.7102005
2008m12,.3662568
2009m1,.1109474
2009m2,.1866064
2009m3,.3198346
2009m4,.2699629
2009m5,-.099852
2009m6,-.639565
2009m7,-.9390054
2009m8,-.7734466
2009m9,.1344053
2009m10,1.334993
2009m11,2.072437
2009m12,2.103112
2010m1,1.960405
2010m2,1.896183
2010m3,1.991223
2010m4,1.904739
2010m5,1.316197
2010m6,.3822099
2010m7,-.1564358
2010m8,-.0568763
2010m9,.7030944
2010m10,1.295577
2010m11,1.35998
2010m12,1.057791
2011m1,.691202
2011m2,.6111089
2011m3,.7408442
2011m4,.6674362
2011m5,.2179585
2011m6,-.54303
2011m7,-1.042353
2011m8,-.9674211
2011m9,-.2295668
2011m10,.2958119
2011m11,.4175731
2011m12,.2475604
2012m1,.0720348
2012m2,.179972
2012m3,.2561928
2012m4,.1524689
2012m5,-.1913337
2012m6,-.7647537
2012m7,-1.119276
2012m8,-1.058109
2012m9,-.5363944
2012m10,.0592108
2012m11,.3693323
2012m12,.3096735
2013m1,.2004725
2013m2,.0963219
2013m3,.0665895
2013m4,.040257
2013m5,-.25806
2013m6,-.7307118
2013m7,-1.145065
2013m8,-1.129228
2013m9,-.5685869
2013m10,-.1147092
2013m11,-.0853848
2013m12,-.2853723
2014m1,-.4233022
2014m2,-.4402542
2014m3,-.4148689
2014m4,-.5086893
2014m5,-.820044
2014m6,-1.215751
2014m7,-1.476771
2014m8,-1.202492
2014m9,-.5124243
2014m10,-.0145811
2014m11,-.0050573
2014m12,-.2419272
2015m1,-.3446469
2015m2,-.2054506
2015m3,-.0529313
2015m4,-.1426908
2015m5,-.4423564
2015m6,-.7211947
2015m7,-.9608561
2015m8,-.8826078
2015m9,-.3129
2015m10,.1990794
2015m11,.2017829
2015m12,-.0289594
2016m1,-.2985611
2016m2,-.175248
2016m3,.2805396
2016m4,1.13669
