date,swb_laugh
2008m1,.1479107
2008m2,1.145323
2008m3,1.687589
2008m4,2.049058
2008m5,1.772229
2008m6,1.259592
2008m7,.5095186
2008m8,-.0837672
2008m9,-.5608161
2008m10,-.9705209
2008m11,-1.392456
2008m12,-1.770795
2009m1,-1.809023
2009m2,-1.447883
2009m3,-1.183941
2009m4,-.848308
2009m5,-.3529361
2009m6,-.3064347
2009m7,-.8039527
2009m8,-1.337914
2009m9,-1.601388
2009m10,-1.481666
2009m11,-.5909203
2009m12,-.130565
2010m1,-.0429857
2010m2,-.122337
2010m3,-.0852215
2010m4,.0677515
2010m5,.2179745
2010m6,.2359387
2010m7,.2271326
2010m8,-.0489188
2010m9,.0553963
2010m10,.0027641
2010m11,-.1947921
2010m12,-.5647883
2011m1,-.2768801
2011m2,.2557404
2011m3,.5181399
2011m4,.594596
2011m5,.5751069
2011m6,.7348245
2011m7,.7831415
2011m8,.7776331
2011m9,.9592139
2011m10,1.098653
2011m11,1.165018
2011m12,1.014282
2012m1,.6192808
2012m2,.622554
2012m3,.9747223
2012m4,1.142137
2012m5,1.259034
2012m6,1.353821
2012m7,1.087405
2012m8,.7145329
2012m9,.5852363
2012m10,.2669527
2012m11,-.0028736
2012m12,-.4905832
2013m1,-.675316
2013m2,-.1384507
2013m3,.4518813
2013m4,.8185821
2013m5,1.082196
2013m6,1.146872
2013m7,.9131871
2013m8,.5246665
2013m9,.2609197
2013m10,.3014333
2013m11,.4820528
2013m12,.2267134
2014m1,-.2140886
2014m2,-.3995946
2014m3,-.1350583
2014m4,.1726952
2014m5,.4372225
2014m6,.2381078
2014m7,-.2550775
2014m8,-.6377767
2014m9,-.6679181
2014m10,-.5908482
2014m11,-.418337
2014m12,-.3552502
2015m1,-.4866375
2015m2,-.2947895
2015m3,-.0898007
2015m4,.0533586
2015m5,.2074166
2015m6,.4400877
2015m7,.4818653
2015m8,.3373767
2015m9,.2545487
2015m10,.2601975
2015m11,.4209725
2015m12,.4127378
2016m1,.0977552
2016m2,-.0162875
2016m3,.0532275
2016m4,.4781187
