date,cat_healthy_habits
2008m1,-.5241421
2008m2,-.7945932
2008m3,-1.096308
2008m4,-1.356122
2008m5,-1.693588
2008m6,-1.924278
2008m7,-1.974431
2008m8,-1.894821
2008m9,-1.707493
2008m10,-1.543616
2008m11,-1.225448
2008m12,-.8286995
2009m1,-.4797336
2009m2,-.4323977
2009m3,-.515835
2009m4,-.3537194
2009m5,-.1575847
2009m6,-.3264629
2009m7,-.5089275
2009m8,-.4760479
2009m9,-.1946261
2009m10,.3079301
2009m11,.9280388
2009m12,1.603538
2010m1,2.274193
2010m2,2.483207
2010m3,2.552782
2010m4,2.55477
2010m5,2.152253
2010m6,1.515548
2010m7,.9891694
2010m8,.5670464
2010m9,.1340712
2010m10,.0587151
2010m11,.2116657
2010m12,.3417806
2011m1,.416245
2011m2,.243807
2011m3,.10613
2011m4,.0051848
2011m5,.0741255
2011m6,.2082894
2011m7,.1289493
2011m8,-.1101825
2011m9,-.2136775
2011m10,-.1914753
2011m11,-.1179196
2011m12,-.1434884
2012m1,.2158359
2012m2,.4698223
2012m3,.6633254
2012m4,.5237252
2012m5,.4103739
2012m6,.3389221
2012m7,.2245504
2012m8,-.0006293
2012m9,-.2093183
2012m10,-.3747824
2012m11,-.5061031
2012m12,-.3727135
2013m1,.2688223
2013m2,.7694291
2013m3,1.047687
2013m4,1.055998
2013m5,.755654
2013m6,.3029083
2013m7,-.3044229
2013m8,-.8387631
2013m9,-1.083939
2013m10,-1.013927
2013m11,-.7968931
2013m12,-.4093196
2014m1,.2219342
2014m2,.5422138
2014m3,.7028576
2014m4,.5626693
2014m5,.1888391
2014m6,-.1001774
2014m7,-.3051433
2014m8,-.5584412
2014m9,-.7499028
2014m10,-.7462695
2014m11,-.6706959
2014m12,-.3486061
2015m1,.262978
2015m2,.4494887
2015m3,.4327191
2015m4,.3350151
2015m5,.2210269
2015m6,.1395154
2015m7,-.0512267
2015m8,-.3318991
2015m9,-.5976569
2015m10,-.6633834
2015m11,-.5200926
2015m12,-.2884926
2016m1,.1583488
2016m2,.272369
2016m3,.4615036
2016m4,.7724428
