date,swb_stress
2011m1,.5229081
2011m2,-.1181805
2011m3,-.5871929
2011m4,-.5957453
2011m5,-.0619286
2011m6,.5007657
2011m7,1.034245
2011m8,1.228612
2011m9,.8560668
2011m10,.550391
2011m11,.1032083
2011m12,-.2775683
2012m1,-.0391534
2012m2,.2366657
2012m3,.0261315
2012m4,-.1659816
2012m5,.1766955
2012m6,.6412078
2012m7,.974456
2012m8,.9300939
2012m9,.6867912
2012m10,.3146228
2012m11,.1945753
2012m12,-.3133142
2013m1,-.8087191
2013m2,-.9972605
2013m3,-.7311968
2013m4,-.1800829
2013m5,.2659074
2013m6,.1857762
2013m7,-.0830562
2013m8,-.1752961
2013m9,-.4580788
2013m10,-.8492433
2013m11,-1.07592
2013m12,-.7955726
2014m1,-.3098216
2014m2,-.3863043
2014m3,-.4604685
2014m4,-.5012997
2014m5,-.3190673
2014m6,.2470223
2014m7,.458308
2014m8,.2635756
2014m9,-.0512021
2014m10,-.1811743
2014m11,-.2409082
2014m12,.4173749
2015m1,1.179974
2015m2,1.588748
2015m3,1.793463
2015m4,1.303661
2015m5,.4913377
2015m6,.3956792
2015m7,.7376333
2015m8,.775573
2015m9,.5851036
2015m10,.2572414
2015m11,-.194968
2015m12,-.4339586
2016m1,-.308454
2016m2,.1227107
2016m3,.9408878
2016m4,1.870293
