date,cat_summer_leisure
2008m1,-.5699458
2008m2,-.1237263
2008m3,.4782621
2008m4,1.168363
2008m5,1.779817
2008m6,2.069728
2008m7,1.855177
2008m8,1.215129
2008m9,.3672756
2008m10,-.3518274
2008m11,-.7742199
2008m12,-.8364888
2009m1,-.6372343
2009m2,-.2325111
2009m3,.3138114
2009m4,.9150602
2009m5,1.543095
2009m6,1.900939
2009m7,1.751204
2009m8,1.125308
2009m9,.3313792
2009m10,-.3478416
2009m11,-.7315073
2009m12,-.818612
2010m1,-.6484892
2010m2,-.2670117
2010m3,.3221892
2010m4,.928946
2010m5,1.43653
2010m6,1.69926
2010m7,1.570001
2010m8,1.028731
2010m9,.2964978
2010m10,-.3740391
2010m11,-.8382834
2010m12,-1.025278
2011m1,-.9818757
2011m2,-.7168503
2011m3,-.2519547
2011m4,.314476
2011m5,.8509574
2011m6,1.174693
2011m7,1.051798
2011m8,.5104216
2011m9,-.1604316
2011m10,-.7246601
2011m11,-1.109543
2011m12,-1.214912
2012m1,-1.056975
2012m2,-.6813336
2012m3,-.1130229
2012m4,.481125
2012m5,1.028454
2012m6,1.270394
2012m7,1.035594
2012m8,.4241326
2012m9,-.3019873
2012m10,-.8911757
2012m11,-1.236926
2012m12,-1.307099
2013m1,-1.171699
2013m2,-.9250877
2013m3,-.5229471
2013m4,-.0158046
2013m5,.4962992
2013m6,.8075894
2013m7,.7566205
2013m8,.3108848
2013m9,-.3040814
2013m10,-.8637731
2013m11,-1.237212
2013m12,-1.347702
2014m1,-1.221936
2014m2,-.9362073
2014m3,-.4798655
2014m4,.080491
2014m5,.5993636
2014m6,.8997438
2014m7,.7643646
2014m8,.2685952
2014m9,-.3818319
2014m10,-.9379132
2014m11,-1.292284
2014m12,-1.37621
2015m1,-1.231334
2015m2,-.9330035
2015m3,-.4755928
2015m4,.0293971
2015m5,.5183039
2015m6,.8286628
2015m7,.8353445
2015m8,.4488092
2015m9,-.1319356
2015m10,-.6827796
2015m11,-1.079057
2015m12,-1.194949
2016m1,-1.054291
2016m2,-.7448171
2016m3,-.2784146
2016m4,.2632752
