date,swb_enjoyment
2008m1,-1.038049
2008m2,-.2634319
2008m3,.2523988
2008m4,.597248
2008m5,.7157419
2008m6,.6902625
2008m7,.3984199
2008m8,-.4198191
2008m9,-.8363827
2008m10,-.7741833
2008m11,-.6583277
2008m12,-.9018586
2009m1,-1.493944
2009m2,-1.805718
2009m3,-1.295461
2009m4,-.4305577
2009m5,.1340767
2009m6,.288591
2009m7,.159127
2009m8,-.1615066
2009m9,-.6593001
2009m10,-1.442672
2009m11,-2.020559
2009m12,-2.188511
2010m1,-2.276363
2010m2,-1.833478
2010m3,-.9970102
2010m4,-.3377725
2010m5,-.111273
2010m6,-.5035369
2010m7,-1.063437
2010m8,-1.547374
2010m9,-1.646546
2010m10,-1.372064
2010m11,-.9684747
2010m12,-1.041462
2011m1,-1.189125
2011m2,-.8624245
2011m3,-.335845
2011m4,.112552
2011m5,.1342558
2011m6,-.1988479
2011m7,-.5986388
2011m8,-.8891372
2011m9,-.63542
2011m10,-.3629405
2011m11,-.2889078
2011m12,-.3277482
2012m1,-.4416609
2012m2,-.2500798
2012m3,.0130962
2012m4,.1811731
2012m5,.1964681
2012m6,.0356079
2012m7,-.1055852
2012m8,-.2937109
2012m9,-.3260353
2012m10,-.2659465
2012m11,-.2257091
2012m12,-.2629384
2013m1,-.4080428
2013m2,-.1102668
2013m3,.1255764
2013m4,.2974118
2013m5,.3831951
2013m6,.2276415
2013m7,-.0486162
2013m8,-.2451348
2013m9,-.1207177
2013m10,-.0792931
2013m11,-.1437578
2013m12,-.2132834
2014m1,-.3209494
2014m2,.0158623
2014m3,.4775631
2014m4,.7939184
2014m5,.7928783
2014m6,.6393912
2014m7,.4810882
2014m8,.4345247
2014m9,.6882109
2014m10,.8977528
2014m11,.8070716
2014m12,.6240712
2015m1,.3593893
2015m2,.5955539
2015m3,.9633301
2015m4,1.137159
2015m5,1.026281
2015m6,.7434565
2015m7,.3172432
2015m8,.1813909
2015m9,.5831732
2015m10,.954182
2015m11,1.228701
2015m12,1.156823
2016m1,1.002319
2016m2,1.069257
2016m3,1.091329
2016m4,1.044507
