date,cat_family_stress
2011m1,.8993155
2011m2,.3507518
2011m3,.1730736
2011m4,.3243687
2011m5,.8844464
2011m6,1.493901
2011m7,1.579042
2011m8,1.21385
2011m9,.6007426
2011m10,-.0337668
2011m11,-.6349419
2011m12,-.9675409
2012m1,-.728533
2012m2,-.5261912
2012m3,-.240339
2012m4,.0052632
2012m5,.3916224
2012m6,.8796139
2012m7,1.245027
2012m8,1.157224
2012m9,.5547382
2012m10,-.2273406
2012m11,-.825291
2012m12,-1.086133
2013m1,-.6649817
2013m2,-.3888881
2013m3,-.0059739
2013m4,.4889785
2013m5,.6327981
2013m6,.65158
2013m7,.6540282
2013m8,.5157807
2013m9,.0384097
2013m10,-.5915788
2013m11,-1.109393
2013m12,-1.150323
2014m1,-.6221389
2014m2,-.2429955
2014m3,-.1080492
2014m4,.1516807
2014m5,.4100964
2014m6,.8147665
2014m7,1.088808
2014m8,.949297
2014m9,.4981182
2014m10,-.0517548
2014m11,-.8569934
2014m12,-1.275901
2015m1,-.9127817
2015m2,-.3733348
2015m3,.0698719
2015m4,.3628408
2015m5,.5301158
2015m6,.7566758
2015m7,.6911213
2015m8,.3387978
2015m9,-.2886722
2015m10,-.9025959
2015m11,-1.412956
2015m12,-1.640692
2016m1,-1.415352
2016m2,-1.204428
2016m3,-.7578661
2016m4,-.1490199
