region,date,islam
Languedoc-Roussillon,2013m1,-.53778541
Languedoc-Roussillon,2013m2,-1.4444878
Languedoc-Roussillon,2013m3,-.99620897
Languedoc-Roussillon,2013m4,.016099963
Languedoc-Roussillon,2013m5,-.011986623
Languedoc-Roussillon,2013m6,-.54133254
Languedoc-Roussillon,2013m7,.57111055
Languedoc-Roussillon,2013m8,.23721744
Languedoc-Roussillon,2013m9,-.79322624
Languedoc-Roussillon,2013m10,-.75653839
Languedoc-Roussillon,2013m11,-.63855374
Languedoc-Roussillon,2013m12,-.8941384
Languedoc-Roussillon,2014m1,-.042374961
Languedoc-Roussillon,2014m2,.039107464
Languedoc-Roussillon,2014m3,-.11416905
Languedoc-Roussillon,2014m4,.79697287
Languedoc-Roussillon,2014m5,-.19419819
Languedoc-Roussillon,2014m6,-.66749656
Languedoc-Roussillon,2014m7,.27095377
Languedoc-Roussillon,2014m8,-.85438979
Languedoc-Roussillon,2014m9,.59031773
Languedoc-Roussillon,2014m10,.57111049
Languedoc-Roussillon,2014m11,.26886153
Languedoc-Roussillon,2014m12,1.1166199
Languedoc-Roussillon,2015m1,3.9277973
Languedoc-Roussillon,2015m2,.65409207
Languedoc-Roussillon,2015m3,.074502602
Languedoc-Roussillon,2015m4,.010438569
Languedoc-Roussillon,2015m5,-.18887909
Languedoc-Roussillon,2015m6,.36793336
Languedoc-Roussillon,2015m7,.88308203
Languedoc-Roussillon,2015m8,-.39302024
Languedoc-Roussillon,2015m9,.34877741
Languedoc-Roussillon,2015m10,-.54466242
Languedoc-Roussillon,2015m11,.97985858
Languedoc-Roussillon,2015m12,-.39305955
Languedoc-Roussillon,2016m1,-.29123926
Languedoc-Roussillon,2016m2,-.35190323
Languedoc-Roussillon,2016m3,.5727905
Languedoc-Roussillon,2016m4,-.42490742
Languedoc-Roussillon,2016m5,-.41621351
Languedoc-Roussillon,2016m6,-.31833607
Languedoc-Roussillon,2016m7,.32977647
Languedoc-Roussillon,2016m8,-.26968494
Languedoc-Roussillon,2016m9,-.26579395
Languedoc-Roussillon,2016m10,-.10435542
Languedoc-Roussillon,2016m11,-1.1752228
Languedoc-Roussillon,2016m12,.044599771
Languedoc-Roussillon,2017m1,1.0091861
Languedoc-Roussillon,2017m2,.45099354
Languedoc-Roussillon,2017m3,.51127833
