date,swb_security
2008m1,.2931882
2008m2,.6640155
2008m3,.6727431
2008m4,.6085339
2008m5,.5162009
2008m6,.490259
2008m7,.238968
2008m8,-.340845
2008m9,-.9565852
2008m10,-1.149437
2008m11,-.8345897
2008m12,-.3570574
2009m1,-.1424607
2009m2,-.0361937
2009m3,.0925023
2009m4,.3714896
2009m5,.5796122
2009m6,.6094645
2009m7,.3908729
2009m8,-.0988788
2009m9,-.2636682
2009m10,-.0838862
2009m11,.2174624
2009m12,.3060196
2010m1,.3381167
2010m2,.4731148
2010m3,.4885917
2010m4,.6116893
2010m5,.622033
2010m6,.6022617
2010m7,.4438213
2010m8,.1447475
2010m9,-.0476796
2010m10,.0722324
2010m11,.2092774
2010m12,.3395321
2011m1,.6403221
2011m2,1.080744
2011m3,1.456468
2011m4,1.613196
2011m5,1.594927
2011m6,1.457246
2011m7,1.171787
2011m8,1.002095
2011m9,.9103441
2011m10,.9534388
2011m11,1.059076
2011m12,1.29286
2012m1,1.597615
2012m2,1.797025
2012m3,1.892293
2012m4,1.963747
2012m5,1.995174
2012m6,1.892851
2012m7,1.669863
2012m8,1.419817
2012m9,1.31107
2012m10,1.248073
2012m11,1.145789
2012m12,1.101856
2013m1,1.294609
2013m2,1.630234
2013m3,1.907493
2013m4,2.116402
2013m5,2.286794
2013m6,2.391566
2013m7,2.291633
2013m8,2.050814
2013m9,1.806798
2013m10,1.653436
2013m11,1.597898
2013m12,1.558182
2014m1,1.645099
2014m2,1.820835
2014m3,2.066516
2014m4,2.289111
2014m5,2.460725
2014m6,2.609127
2014m7,2.48179
2014m8,2.361825
2014m9,2.285116
2014m10,2.226089
2014m11,2.150573
2014m12,2.063999
2015m1,2.110599
2015m2,2.305708
2015m3,2.333514
2015m4,2.348189
2015m5,2.377856
2015m6,2.421746
2015m7,2.20072
2015m8,1.93937
2015m9,1.858445
2015m10,1.988211
2015m11,2.149021
2015m12,2.258617
2016m1,2.432336
2016m2,2.595265
2016m3,2.512764
2016m4,2.308897
