date,swb_job_satisfaction
2011m1,1.013647
2011m2,.2744222
2011m3,-.1137978
2011m4,-.1839088
2011m5,-.3958575
2011m6,-.3561787
2011m7,-.0775247
2011m8,-.1400186
2011m9,-.2659821
2011m10,-.2698522
2011m11,-.2432326
2011m12,-.2273181
2012m1,-.1957095
2012m2,-.4103433
2012m3,-.7716094
2012m4,-.7628499
2012m5,-.4832565
2012m6,.1122906
2012m7,.3668745
2012m8,.5225074
2012m9,.5554122
2012m10,.5466741
2012m11,.3632538
2012m12,-.3121625
2013m1,-.7101665
2013m2,-1.105877
2013m3,-1.222086
2013m4,-1.208978
2013m5,-1.251304
2013m6,-1.280777
2013m7,-1.301238
2013m8,-1.137692
2013m9,-.9575836
2013m10,-.8600462
2013m11,-.6689376
2013m12,-.3248433
2014m1,-.0917303
2014m2,-.3542158
2014m3,-.8696362
2014m4,-1.381444
2014m5,-1.596722
2014m6,-1.550761
2014m7,-1.498564
2014m8,-1.700312
2014m9,-1.848097
2014m10,-1.851681
2014m11,-1.644848
2014m12,-1.321205
2015m1,-1.055918
2015m2,-1.168683
2015m3,-1.404157
2015m4,-1.515864
2015m5,-1.728986
2015m6,-1.937766
2015m7,-2.13569
2015m8,-2.234251
2015m9,-2.208543
2015m10,-2.095988
2015m11,-2.072311
2015m12,-1.929857
2016m1,-1.738351
2016m2,-1.986125
2016m3,-2.313084
2016m4,-2.747232
