date,cat_housing
2008m1,2.364994
2008m2,1.86402
2008m3,1.408277
2008m4,.8871024
2008m5,.4921156
2008m6,.2824299
2008m7,.0775923
2008m8,-.0910337
2008m9,-.1015066
2008m10,.1454822
2008m11,.930536
2008m12,2.325301
2009m1,3.020987
2009m2,2.885616
2009m3,2.567095
2009m4,2.000025
2009m5,1.416943
2009m6,1.074979
2009m7,.7173825
2009m8,.4224502
2009m9,.1699252
2009m10,.0357485
2009m11,.014441
2009m12,.0629493
2010m1,.2005956
2010m2,.2790152
2010m3,.3199138
2010m4,.3392053
2010m5,.473346
2010m6,.8241149
2010m7,1.127444
2010m8,1.241336
2010m9,.9797232
2010m10,.727634
2010m11,.387423
2010m12,-.0049068
2011m1,-.243151
2011m2,-.4144726
2011m3,-.4959032
2011m4,-.5473232
2011m5,-.5324229
2011m6,-.3707862
2011m7,-.0900329
2011m8,.2474648
2011m9,.3438269
2011m10,.3175063
2011m11,.2367291
2011m12,.2567233
2012m1,.408913
2012m2,.3494906
2012m3,.1855563
2012m4,.048403
2012m5,.1126329
2012m6,.2274259
2012m7,.1767436
2012m8,-.1173202
2012m9,-.3492317
2012m10,-.4908787
2012m11,-.5504409
2012m12,-.5240721
2013m1,-.3644213
2013m2,-.3091459
2013m3,-.3225656
2013m4,-.3494207
2013m5,-.3531992
2013m6,-.3506801
2013m7,-.4465709
2013m8,-.677768
2013m9,-.8948138
2013m10,-1.086999
2013m11,-1.205711
2013m12,-1.20526
2014m1,-1.065395
2014m2,-.9546511
2014m3,-.8799596
2014m4,-.844076
2014m5,-.8213766
2014m6,-.8123419
2014m7,-.8443652
2014m8,-.9396701
2014m9,-1.023272
2014m10,-1.083728
2014m11,-1.127033
2014m12,-1.007752
2015m1,-.7290476
2015m2,-.586386
2015m3,-.5323305
2015m4,-.5235109
2015m5,-.5225694
2015m6,-.4767608
2015m7,-.4939306
2015m8,-.6331873
2015m9,-.8421079
2015m10,-1.047133
2015m11,-1.165378
2015m12,-1.111418
2016m1,-.9110709
2016m2,-.6910582
2016m3,-.5167039
2016m4,-.3013077
