job_search_f
1.604158
.5353043
-.0514363
.3469865
.6214303
1.473076
1.635579
1.974918
-.3278551
1.261394
-.5415232
.8973989
1.089805
.5342861
-.9161226
-.439589
.0720902
.9222178
-.3343181
.9169909
-.2318043
1.410275
2.423772
.5512256
.0279088
-.6864019
-.1840282
-1.481161
.4525546
.3841259
1.065318
-.1441503
.0435511
-1.193148
-.7922177
.5453364
1.306737
-.196657
.0996053
-.5634766
-.0555157
-.1065766
.8166627
-.5622975
-1.069381
-1.045895
-.9525236
-.6788198
-.6953301
-1.521
-1.803886
-2.054517
-1.212463
-.6138692
-.0634374
-1.037969
-1.455339
