date,swb_sadness
2011m1,.5268985
2011m2,.2861799
2011m3,.0708595
2011m4,-.4414628
2011m5,-.9037722
2011m6,-1.140561
2011m7,-.7771116
2011m8,.0480361
2011m9,.3545891
2011m10,.2660014
2011m11,.0632452
2011m12,-.1705075
2012m1,-.4691059
2012m2,-.6307117
2012m3,-.6456159
2012m4,-.8090458
2012m5,-.8742307
2012m6,-.7613726
2012m7,-.5389221
2012m8,-.2205938
2012m9,-.1883642
2012m10,-.291716
2012m11,-.0300706
2012m12,.3932703
2013m1,.2350813
2013m2,-.3146769
2013m3,-.5753577
2013m4,-.719421
2013m5,-.9244881
2013m6,-1.013935
2013m7,-.8765842
2013m8,-.2748193
2013m9,-.0778954
2013m10,-.0154556
2013m11,.1851416
2013m12,.2306978
2014m1,-.1148026
2014m2,-.7806283
2014m3,-1.422098
2014m4,-1.762071
2014m5,-1.925701
2014m6,-1.826172
2014m7,-1.358684
2014m8,-.5804222
2014m9,-.4737824
2014m10,-.8479654
2014m11,-1.238455
2014m12,-1.348573
2015m1,-1.288893
2015m2,-1.715258
2015m3,-2.181511
2015m4,-2.304709
2015m5,-2.209993
2015m6,-1.874574
2015m7,-1.278022
2015m8,-.6268165
2015m9,-.5320795
2015m10,-.602276
2015m11,-.6906596
2015m12,-1.020187
2016m1,-1.411546
2016m2,-1.859519
2016m3,-2.245224
2016m4,-2.577741
