date,cat_financial_security
2011m1,-.0341478
2011m2,-.3068188
2011m3,-.4799945
2011m4,-.5250316
2011m5,-.5812231
2011m6,-.6774639
2011m7,-.7900193
2011m8,-.9599504
2011m9,-1.144509
2011m10,-1.265984
2011m11,-1.28799
2011m12,-.9970478
2012m1,-.4636419
2012m2,-.2268885
2012m3,-.2664588
2012m4,-.4546854
2012m5,-.6677878
2012m6,-.7889518
2012m7,-.8563232
2012m8,-.9478453
2012m9,-1.198424
2012m10,-1.477953
2012m11,-1.555714
2012m12,-1.088408
2013m1,-.2904826
2013m2,.0190646
2013m3,.1567759
2013m4,.0876141
2013m5,-.1325979
2013m6,-.2591676
2013m7,-.2279855
2013m8,-.2796428
2013m9,-.3574489
2013m10,-.404055
2013m11,-.549872
2013m12,-.4546778
2014m1,.0263876
2014m2,.3440457
2014m3,.5061513
2014m4,.4391648
2014m5,.2977918
2014m6,.3968983
2014m7,.5539351
2014m8,.5784429
2014m9,.497228
2014m10,.2897872
2014m11,.1332355
2014m12,.4512447
2015m1,1.130914
2015m2,1.442975
2015m3,1.579607
2015m4,1.46681
2015m5,1.166191
2015m6,.9501052
2015m7,.7363762
2015m8,.4552778
2015m9,.1796612
2015m10,.0886657
2015m11,.1347002
2015m12,.3588868
2016m1,.8790799
2016m2,1.388101
2016m3,2.120944
2016m4,3.143128
