date,cat_health_worries
2008m1,-.3559685
2008m2,-.5042435
2008m3,-.5941761
2008m4,-.4116763
2008m5,-.329579
2008m6,-.2525618
2008m7,-.2597123
2008m8,-.0563821
2008m9,.2812167
2008m10,.2171252
2008m11,.0491392
2008m12,.1318799
2009m1,.1427168
2009m2,.1515569
2009m3,.0422698
2009m4,.0193534
2009m5,.1477981
2009m6,.4747394
2009m7,.736034
2009m8,.7852589
2009m9,.9434249
2009m10,1.21773
2009m11,1.332477
2009m12,1.306522
2010m1,1.653159
2010m2,2.132382
2010m3,2.227291
2010m4,2.062265
2010m5,1.534052
2010m6,1.244757
2010m7,.9885957
2010m8,.7784811
2010m9,.8383285
2010m10,.8839373
2010m11,1.088251
2010m12,.9303164
2011m1,.9487206
2011m2,.8336296
2011m3,.7478046
2011m4,.8126301
2011m5,.591333
2011m6,.4848953
2011m7,.3729756
2011m8,.4542698
2011m9,.6872773
2011m10,.5537686
2011m11,.401588
2011m12,.3623224
2012m1,.5605934
2012m2,.7244524
2012m3,.6070508
2012m4,.3864508
2012m5,.2257155
2012m6,.1969078
2012m7,.1387318
2012m8,.0478109
2012m9,.080606
2012m10,.1977555
2012m11,.1127586
2012m12,.0023356
2013m1,.0672822
2013m2,-.040241
2013m3,-.2454948
2013m4,-.43475
2013m5,-.435731
2013m6,-.3407188
2013m7,-.4095597
2013m8,-.5559248
2013m9,-.7490984
2013m10,-.9697508
2013m11,-1.118437
2013m12,-1.13064
2014m1,-1.046881
2014m2,-.9405329
2014m3,-.8612689
2014m4,-.7973121
2014m5,-.7093676
2014m6,-.6876677
2014m7,-.6175035
2014m8,-.7164361
2014m9,-.8343177
2014m10,-1.025737
2014m11,-1.239655
2014m12,-1.358899
2015m1,-1.279966
2015m2,-1.198409
2015m3,-1.247389
2015m4,-1.369271
2015m5,-1.359586
2015m6,-1.227782
2015m7,-1.092955
2015m8,-1.060919
2015m9,-1.06585
2015m10,-1.051917
2015m11,-1.148251
2015m12,-1.22986
2016m1,-1.121294
2016m2,-.8235382
2016m3,-.077344
2016m4,1.443833
