region,date,terrorisme
Picardie,2013m1,-.55660999
Picardie,2013m2,-.49573466
Picardie,2013m3,-.44981334
Picardie,2013m4,-.5868144
Picardie,2013m5,-.49007732
Picardie,2013m6,-.5327698
Picardie,2013m7,-.2297096
Picardie,2013m8,-.11538916
Picardie,2013m9,-.43209606
Picardie,2013m10,-.44157565
Picardie,2013m11,-.59742951
Picardie,2013m12,-.55125976
Picardie,2014m1,-.4875246
Picardie,2014m2,-.61398768
Picardie,2014m3,-.46112809
Picardie,2014m4,-.45737493
Picardie,2014m5,-.49580368
Picardie,2014m6,-.44390756
Picardie,2014m7,-.22894101
Picardie,2014m8,-.16927031
Picardie,2014m9,-.33864868
Picardie,2014m10,-.36554599
Picardie,2014m11,-.56848031
Picardie,2014m12,.36508763
Picardie,2015m1,1.9800767
Picardie,2015m2,-.013270677
Picardie,2015m3,-.21652411
Picardie,2015m4,-.04204049
Picardie,2015m5,-.38705781
Picardie,2015m6,-.10560197
Picardie,2015m7,-.060944434
Picardie,2015m8,-.087570056
Picardie,2015m9,-.061525539
Picardie,2015m10,-.25737557
Picardie,2015m11,4.5475645
Picardie,2015m12,.30475035
Picardie,2016m1,.098005898
Picardie,2016m2,.026673015
Picardie,2016m3,.82788098
Picardie,2016m4,-.089158475
Picardie,2016m5,-.19152126
Picardie,2016m6,.37694454
Picardie,2016m7,1.947575
Picardie,2016m8,.34848964
Picardie,2016m9,-.10719855
Picardie,2016m10,-.11307745
Picardie,2016m11,-.29088259
Picardie,2016m12,.085744113
Picardie,2017m1,.1950361
Picardie,2017m2,.11514073
Picardie,2017m3,.45918652
