personal_security_f
-.0557373
-.0353221
-.1632786
-.6439711
-.3033087
-1.252603
-.7523146
-1.611778
-.5747808
-.7777047
-.6495392
-.1254886
-.1131567
-.6907047
.3290758
-.3479002
-.8928873
-.0343269
.9266855
-1.709743
-.9519453
-.7123677
.5185071
4.173366
3.584969
1.363998
.0566514
.6998081
.7115075
-.2212784
.9754792
-.6664253
-.4603648
-.2925289
-.0103909
-.0286137
-.6299214
-.1218145
-1.010399
-.2160609
-.1803165
.1743938
.1147379
-.6568549
-.7243748
.2945507
1.193688
-.0168895
-.0197963
-.1024785
.5913835
-.4716046
.995007
.4515803
1.28667
-.2163396
.0032532
