date,swb_stress
2008m1,-.9899561
2008m2,-.4869829
2008m3,-.1851699
2008m4,.0997033
2008m5,-.0375441
2008m6,-.1364729
2008m7,.1321849
2008m8,.1839007
2008m9,.3093214
2008m10,.6036984
2008m11,.656885
2008m12,.8358927
2009m1,.9666675
2009m2,.8447286
2009m3,.8124327
2009m4,.6700956
2009m5,.6710202
2009m6,.7833841
2009m7,1.105346
2009m8,1.214686
2009m9,1.463452
2009m10,2.095619
2009m11,2.526574
2009m12,2.839471
2010m1,2.704685
2010m2,2.53988
2010m3,2.466116
2010m4,2.610365
2010m5,2.5172
2010m6,2.333743
2010m7,2.587496
2010m8,2.888218
2010m9,2.915813
2010m10,2.924154
2010m11,2.546124
2010m12,2.155905
2011m1,1.291526
2011m2,.6264493
2011m3,.4072758
2011m4,.672292
2011m5,.9999557
2011m6,1.176408
2011m7,1.437495
2011m8,1.711928
2011m9,2.03744
2011m10,2.152825
2011m11,1.6249
2011m12,.7289438
2012m1,.0645266
2012m2,-.1051958
2012m3,.1371649
2012m4,.6414871
2012m5,1.096177
2012m6,1.34996
2012m7,1.499893
2012m8,1.717674
2012m9,2.083414
2012m10,2.312763
2012m11,2.261056
2012m12,2.054087
2013m1,1.697348
2013m2,1.451707
2013m3,1.151425
2013m4,.9001874
2013m5,.5495387
2013m6,.3567715
2013m7,.6304778
2013m8,1.131569
2013m9,1.581728
2013m10,1.960425
2013m11,1.906221
2013m12,1.587328
2014m1,.9438254
2014m2,.457477
2014m3,.3767161
2014m4,.3214633
2014m5,.2252995
2014m6,.3940852
2014m7,.6530137
2014m8,.9783608
2014m9,1.012556
2014m10,.9981799
2014m11,.9543658
2014m12,1.014054
2015m1,.9242634
2015m2,.905717
2015m3,1.036803
2015m4,1.024608
2015m5,.8521111
2015m6,.7707819
2015m7,.908592
2015m8,1.172333
2015m9,1.353125
2015m10,1.355755
2015m11,1.258577
2015m12,1.046302
2016m1,.7402653
2016m2,.6081653
2016m3,.8431589
2016m4,1.27426
