date,swb_learn
2008m1,-1.468018
2008m2,-.5272251
2008m3,.1970703
2008m4,.869282
2008m5,1.403158
2008m6,1.40469
2008m7,.9977772
2008m8,.5926904
2008m9,.2354302
2008m10,-.096303
2008m11,-.2741764
2008m12,-.8041273
2009m1,-.9346713
2009m2,-.5158175
2009m3,.2440567
2009m4,.9192594
2009m5,1.536762
2009m6,1.559101
2009m7,1.183619
2009m8,1.01544
2009m9,1.468631
2009m10,1.928285
2009m11,1.846635
2009m12,1.573559
2010m1,1.696243
2010m2,2.405178
2010m3,3.2173
2010m4,3.596526
2010m5,3.383102
2010m6,2.958532
2010m7,2.403508
2010m8,2.19584
2010m9,2.268681
2010m10,2.162499
2010m11,1.974711
2010m12,1.804971
2011m1,1.738038
2011m2,1.913709
2011m3,2.21326
2011m4,2.365068
2011m5,2.34977
2011m6,2.114088
2011m7,1.847826
2011m8,1.830894
2011m9,1.88581
2011m10,1.811711
2011m11,1.494055
2011m12,1.286171
2012m1,1.186141
2012m2,1.289122
2012m3,1.786418
2012m4,2.133805
2012m5,2.142995
2012m6,2.005834
2012m7,1.92196
2012m8,1.820489
2012m9,1.689868
2012m10,1.326099
2012m11,.8757687
2012m12,.6337705
2013m1,.6398582
2013m2,.863853
2013m3,1.227196
2013m4,1.551202
2013m5,1.65713
2013m6,1.613867
2013m7,1.462741
2013m8,1.496816
2013m9,1.673526
2013m10,1.649182
2013m11,1.445217
2013m12,1.117807
2014m1,.9409326
2014m2,1.071766
2014m3,1.237725
2014m4,1.418
2014m5,1.644664
2014m6,1.707566
2014m7,1.638459
2014m8,1.489584
2014m9,1.281725
2014m10,.9437597
2014m11,.7208081
2014m12,.4902988
2015m1,.5385603
2015m2,.8104585
2015m3,1.2616
2015m4,1.43857
2015m5,1.563263
2015m6,1.527165
2015m7,1.435347
2015m8,1.330071
2015m9,1.31931
2015m10,1.255432
2015m11,.8990437
2015m12,.4966668
2016m1,.5605264
2016m2,.8696542
2016m3,.9228682
2016m4,.3401637
