region,date,politics_security
Picardie,2013m1,-.1444954760372639
Picardie,2013m2,-.6916385814547539
Picardie,2013m3,.2297123126685619
Picardie,2013m4,-.2718770802021027
Picardie,2013m5,-.2674864057451486
Picardie,2013m6,-.4348064154386521
Picardie,2013m7,-.6961976677179337
Picardie,2013m8,-.3713843766599894
Picardie,2013m9,-.2195336416363716
Picardie,2013m10,.1481676250696182
Picardie,2013m11,.0395501956343651
Picardie,2013m12,-.1541699275374412
Picardie,2014m1,-.0289145786315203
Picardie,2014m2,-.0550356734544039
Picardie,2014m3,.3346927016973495
Picardie,2014m4,-.3974089175462723
Picardie,2014m5,.0230015251785517
Picardie,2014m6,-.8078228021040559
Picardie,2014m7,-.4887336790561676
Picardie,2014m8,-.4440453976392746
Picardie,2014m9,-.4338165506720543
Picardie,2014m10,-.2033403102308512
Picardie,2014m11,.097122249007225
Picardie,2014m12,.1529739749617875
Picardie,2015m1,.4450897872447968
Picardie,2015m2,.4482251569628716
Picardie,2015m3,.6197697877883911
Picardie,2015m4,-.1678471837192774
Picardie,2015m5,-.4994067300111055
Picardie,2015m6,-.8850050896406174
Picardie,2015m7,-.2798534113913774
Picardie,2015m8,-.7291808608919382
Picardie,2015m9,.3162243232131005
Picardie,2015m10,.2738972438499331
Picardie,2015m11,1.233890461921692
Picardie,2015m12,1.508020061254501
Picardie,2016m1,1.054626134037971
Picardie,2016m2,.42864730656147
Picardie,2016m3,.3984043955802917
Picardie,2016m4,.3091520920395851
Picardie,2016m5,-.0219581801444292
Picardie,2016m6,
