date,swb_sadness
2011m1,1.330451
2011m2,.793366
2011m3,.0094785
2011m4,-.8828979
2011m5,-1.24125
2011m6,-1.351273
2011m7,-1.425172
2011m8,-.8469555
2011m9,-.59784
2011m10,-.76775
2011m11,-.6385232
2011m12,-.3938355
2012m1,-.1511447
2012m2,-.2967813
2012m3,-.6987635
2012m4,-1.209373
2012m5,-1.488435
2012m6,-1.369164
2012m7,-.9957823
2012m8,-.4963124
2012m9,-.3006279
2012m10,-.4024261
2012m11,-.2979681
2012m12,-.1594652
2013m1,.0437956
2013m2,-.0831738
2013m3,-.2757051
2013m4,-.5159985
2013m5,-.801726
2013m6,-.9519075
2013m7,-.9008845
2013m8,-.5288002
2013m9,-.2754133
2013m10,-.2090121
2013m11,.138734
2013m12,.2443573
2014m1,.110841
2014m2,-.4899774
2014m3,-1.046329
2014m4,-1.369944
2014m5,-1.3597
2014m6,-1.481286
2014m7,-1.229065
2014m8,-.6886935
2014m9,-.6446319
2014m10,-.6212968
2014m11,-.4742166
2014m12,-.4805772
2015m1,-.6304903
2015m2,-1.121482
2015m3,-1.56722
2015m4,-1.63491
2015m5,-1.438708
2015m6,-1.690771
2015m7,-1.637527
2015m8,-1.094366
2015m9,-.7572514
2015m10,-.5926452
2015m11,-.3911708
2015m12,-.5528072
2016m1,-1.130813
2016m2,-1.738031
2016m3,-2.141628
2016m4,-2.984507
