date,swb_security
2011m1,.154702
2011m2,.6640418
2011m3,.6284794
2011m4,.5155699
2011m5,.4945779
2011m6,.0359274
2011m7,-.2059868
2011m8,-.2801358
2011m9,-.403948
2011m10,-.4311001
2011m11,-.584757
2011m12,-.3679973
2012m1,.1316915
2012m2,.6949363
2012m3,1.014356
2012m4,.8693426
2012m5,.7149509
2012m6,.552622
2012m7,.0750033
2012m8,-.4660231
2012m9,-.8110127
2012m10,-.7724494
2012m11,-.6239435
2012m12,-.622498
2013m1,-.3726685
2013m2,.0743885
2013m3,.2507984
2013m4,.4589636
2013m5,.7368231
2013m6,1.004198
2013m7,1.146286
2013m8,.7965559
2013m9,.1820341
2013m10,-.1669289
2013m11,-.3175113
2013m12,.0275536
2014m1,.7177323
2014m2,1.39148
2014m3,1.887594
2014m4,2.051162
2014m5,1.61324
2014m6,.7952064
2014m7,.1778285
2014m8,-.1039485
2014m9,-.0482403
2014m10,.6160449
2014m11,1.029823
2014m12,.761833
2015m1,.7135228
2015m2,.9401256
2015m3,1.285112
2015m4,1.374799
2015m5,1.428838
2015m6,1.198925
2015m7,.7373754
2015m8,.462196
2015m9,.2740327
2015m10,.351266
2015m11,.5507623
2015m12,.5927836
2016m1,.9960102
2016m2,1.151285
2016m3,.270981
2016m4,-1.430887
