date,cat_spirituality
2011m1,.7027199
2011m2,1.039034
2011m3,1.042979
2011m4,.6230781
2011m5,.0256962
2011m6,-.5200963
2011m7,-.5457492
2011m8,-.0486897
2011m9,.9620659
2011m10,1.540674
2011m11,1.392461
2011m12,.80825
2012m1,.7119609
2012m2,.9706535
2012m3,1.050934
2012m4,.7304715
2012m5,-.1483396
2012m6,-.7498699
2012m7,-.6727194
2012m8,-.1574834
2012m9,.5934125
2012m10,.9634722
2012m11,.7200527
2012m12,.3059783
2013m1,.197194
2013m2,.3158592
2013m3,.3377481
2013m4,-.0022997
2013m5,-.7699884
2013m6,-1.502121
2013m7,-1.916581
2013m8,-1.827158
2013m9,-1.23722
2013m10,-.6045446
2013m11,-.2035877
2013m12,.0840388
2014m1,.2750066
2014m2,.43939
2014m3,.4442653
2014m4,.1410521
2014m5,-.6018761
2014m6,-1.137447
2014m7,-1.199286
2014m8,-.8684485
2014m9,-.2860621
2014m10,.0081077
2014m11,-.0689741
2014m12,-.1947713
2015m1,-.1136702
2015m2,.2038428
2015m3,.4154639
2015m4,.1976456
2015m5,-.4660624
2015m6,-.928672
2015m7,-1.068104
2015m8,-.6914362
2015m9,.0581151
2015m10,.4988454
2015m11,.4987862
2015m12,.2529912
2016m1,.2004783
2016m2,.1846109
2016m3,-.0088681
2016m4,-.3972078
