date,cat_personal_security
2008m1,-.168276
2008m2,-.1114146
2008m3,-.1176637
2008m4,-.2497338
2008m5,-.4185982
2008m6,-.6030942
2008m7,-.7548116
2008m8,-.8386861
2008m9,-.7898733
2008m10,-.6972125
2008m11,-.6063197
2008m12,-.5726742
2009m1,-.5811822
2009m2,-.5693298
2009m3,-.6277224
2009m4,-.7337041
2009m5,-.9017246
2009m6,-1.015097
2009m7,-1.061664
2009m8,-1.06951
2009m9,-1.052209
2009m10,-1.019717
2009m11,-.981857
2009m12,-.9764985
2010m1,-.9918659
2010m2,-1.045136
2010m3,-1.095193
2010m4,-1.146499
2010m5,-1.227619
2010m6,-1.302245
2010m7,-1.349883
2010m8,-1.365212
2010m9,-1.348931
2010m10,-1.299578
2010m11,-1.142593
2010m12,-.7536023
2011m1,-.0869306
2011m2,.3423193
2011m3,.4853909
2011m4,.4658287
2011m5,.3816151
2011m6,.2786151
2011m7,.2101787
2011m8,.2101149
2011m9,.3545112
2011m10,.3988176
2011m11,.4089402
2011m12,.3921401
2012m1,.4153811
2012m2,.4737572
2012m3,.4973511
2012m4,.5129802
2012m5,.4817875
2012m6,.5286402
2012m7,.6350358
2012m8,.5390922
2012m9,.5705005
2012m10,.8545572
2012m11,1.523207
2012m12,2.400844
2013m1,2.556876
2013m2,2.093204
2013m3,1.738858
2013m4,1.552759
2013m5,1.044532
2013m6,.6309468
2013m7,.4165918
2013m8,.4139562
2013m9,.5024608
2013m10,.4540121
2013m11,.3850534
2013m12,.325336
2014m1,.3188594
2014m2,.3389514
2014m3,.2855666
2014m4,.1479251
2014m5,-.0358806
2014m6,-.2286735
2014m7,-.4458677
2014m8,-.5569112
2014m9,-.5707986
2014m10,-.5804545
2014m11,-.6088171
2014m12,-.6344697
2015m1,-.697132
2015m2,-.8064482
2015m3,-.8824188
2015m4,-.8918788
2015m5,-.7855446
2015m6,-.4322171
2015m7,.1071248
2015m8,.5114617
2015m9,.9515429
2015m10,1.551267
2015m11,2.079764
2015m12,2.124451
2016m1,1.68481
2016m2,1.310241
2016m3,1.111832
2016m4,.8313853
