personal_security_f
-.5512083
-.3335308
-.4267869
-.6288068
-.3917983
-.9841176
-.3508032
-1.223404
-1.069099
-.8933288
-.085267
.0772461
-.4384615
-.5022024
-.0336618
-.0551952
-.5418363
-.484945
.8532914
-.7289064
-.9365841
-.7702695
.2237019
4.37549
3.102762
1.172924
.7295589
.8595614
.1112468
-.1003125
.6586593
-.338472
-.6756467
-.7467796
.1657424
.3435104
-.3671101
-.1434853
-.1811258
-.0983232
-.2518046
-.11552
.1630905
-.0213594
-.3274759
.1974712
.7804613
.7371587
-.0480711
-.0304369
.0318565
-.0400325
-.2111337
.2199682
.5674828
-.0313375
-.2125441
