date,cat_health_worries
2008m1,-.5872669
2008m2,-.3020387
2008m3,-.1477563
2008m4,-.1119529
2008m5,-.1557673
2008m6,-.2525318
2008m7,-.1936645
2008m8,-.0288774
2008m9,.262695
2008m10,.582464
2008m11,.5999025
2008m12,.1745336
2009m1,-.1397373
2009m2,-.2402372
2009m3,-.1112998
2009m4,-.1847347
2009m5,-.2099696
2009m6,-.0999015
2009m7,.2507225
2009m8,.6566374
2009m9,1.248701
2009m10,1.800916
2009m11,1.884474
2009m12,1.577165
2010m1,1.40764
2010m2,1.681367
2010m3,1.860006
2010m4,2.155783
2010m5,2.252566
2010m6,2.127749
2010m7,1.783924
2010m8,1.149957
2010m9,.927502
2010m10,.9612108
2010m11,1.145731
2010m12,1.161821
2011m1,.9298194
2011m2,.6522232
2011m3,.3772737
2011m4,.1328604
2011m5,.2496101
2011m6,.4295763
2011m7,.5051219
2011m8,.6717952
2011m9,.8920906
2011m10,.8150473
2011m11,.6344099
2011m12,.4787181
2012m1,.3976694
2012m2,.3619522
2012m3,.3142143
2012m4,.3387572
2012m5,.2687518
2012m6,.1370425
2012m7,-.1129155
2012m8,-.2132293
2012m9,-.1281341
2012m10,-.0639103
2012m11,-.2399831
2012m12,-.3818561
2013m1,-.2568324
2013m2,-.2854497
2013m3,-.3127739
2013m4,-.3404965
2013m5,-.4949415
2013m6,-.5854419
2013m7,-.5400085
2013m8,-.4445901
2013m9,-.4624417
2013m10,-.6109386
2013m11,-.8264512
2013m12,-.9917917
2014m1,-1.007416
2014m2,-.882295
2014m3,-.8068137
2014m4,-.7471251
2014m5,-.6152272
2014m6,-.6414924
2014m7,-.7082573
2014m8,-.7630364
2014m9,-.8476364
2014m10,-.9678347
2014m11,-1.122633
2014m12,-1.068664
2015m1,-.7489965
2015m2,-.4215859
2015m3,-.5273584
2015m4,-.8838447
2015m5,-1.196805
2015m6,-1.155759
2015m7,-1.067848
2015m8,-1.276783
2015m9,-1.434371
2015m10,-1.425705
2015m11,-1.36541
2015m12,-1.420283
2016m1,-1.354391
2016m2,-1.121214
2016m3,-.7037989
2016m4,.1001039
