date,swb_security
2008m1,.1710178
2008m2,.7773349
2008m3,.8580215
2008m4,.6452227
2008m5,.4565097
2008m6,.1265581
2008m7,-.1351553
2008m8,-.4160947
2008m9,-.9647664
2008m10,-1.013515
2008m11,-.6397325
2008m12,-.3613649
2009m1,-.2493853
2009m2,.1921706
2009m3,.7131637
2009m4,.9775348
2009m5,1.083571
2009m6,1.084605
2009m7,.7975249
2009m8,.3322508
2009m9,.1359537
2009m10,.2775938
2009m11,.3788742
2009m12,-.193543
2010m1,-.7200146
2010m2,-.401395
2010m3,-.2604347
2010m4,.3577241
2010m5,.4861912
2010m6,.3688319
2010m7,-.0835867
2010m8,-.139064
2010m9,.3204575
2010m10,.9088001
2010m11,1.269999
2010m12,1.448681
2011m1,1.304694
2011m2,1.329256
2011m3,1.369009
2011m4,1.294123
2011m5,.8990379
2011m6,.5826618
2011m7,.5629576
2011m8,.8280946
2011m9,.8686597
2011m10,.8431551
2011m11,.7817191
2011m12,.8432055
2012m1,1.067487
2012m2,1.433064
2012m3,1.641649
2012m4,1.9007
2012m5,2.020251
2012m6,1.792884
2012m7,1.300097
2012m8,.9804056
2012m9,.7702823
2012m10,.7187819
2012m11,.4421721
2012m12,.2592486
2013m1,.3095872
2013m2,.9425082
2013m3,1.41881
2013m4,1.701014
2013m5,1.77388
2013m6,1.617489
2013m7,1.370663
2013m8,1.16451
2013m9,.9494982
2013m10,.8288594
2013m11,.9952034
2013m12,1.219733
2014m1,1.403535
2014m2,1.540715
2014m3,1.857532
2014m4,2.081267
2014m5,1.968478
2014m6,1.891006
2014m7,1.799568
2014m8,1.702439
2014m9,1.638822
2014m10,1.650457
2014m11,1.74561
2014m12,1.955467
2015m1,2.281099
2015m2,2.376786
2015m3,2.156752
2015m4,1.917017
2015m5,1.712092
2015m6,1.530365
2015m7,1.411666
2015m8,1.339608
2015m9,1.213715
2015m10,1.284507
2015m11,1.384987
2015m12,1.260362
2016m1,1.509036
2016m2,1.84816
2016m3,1.786655
2016m4,1.311293
