region,date,travail
Languedoc-Roussillon,2013m1,1.7373296
Languedoc-Roussillon,2013m2,1.6727097
Languedoc-Roussillon,2013m3,1.3275716
Languedoc-Roussillon,2013m4,.10123162
Languedoc-Roussillon,2013m5,.42839891
Languedoc-Roussillon,2013m6,.58507514
Languedoc-Roussillon,2013m7,-.15113525
Languedoc-Roussillon,2013m8,-1.53124
Languedoc-Roussillon,2013m9,1.1756608
Languedoc-Roussillon,2013m10,.74886173
Languedoc-Roussillon,2013m11,.9110446
Languedoc-Roussillon,2013m12,-.27889496
Languedoc-Roussillon,2014m1,.16941817
Languedoc-Roussillon,2014m2,-.13804299
Languedoc-Roussillon,2014m3,.10811148
Languedoc-Roussillon,2014m4,-.24769479
Languedoc-Roussillon,2014m5,-.005759215
Languedoc-Roussillon,2014m6,-.54069877
Languedoc-Roussillon,2014m7,-.82405317
Languedoc-Roussillon,2014m8,-1.6539103
Languedoc-Roussillon,2014m9,-.21656083
Languedoc-Roussillon,2014m10,-.48053634
Languedoc-Roussillon,2014m11,.041958779
Languedoc-Roussillon,2014m12,-.90818608
Languedoc-Roussillon,2015m1,.90113825
Languedoc-Roussillon,2015m2,.78393656
Languedoc-Roussillon,2015m3,1.0679977
Languedoc-Roussillon,2015m4,-.31233469
Languedoc-Roussillon,2015m5,-.0765424
Languedoc-Roussillon,2015m6,.42910501
Languedoc-Roussillon,2015m7,-.63783526
Languedoc-Roussillon,2015m8,-1.9532834
Languedoc-Roussillon,2015m9,.023156535
Languedoc-Roussillon,2015m10,.19513696
Languedoc-Roussillon,2015m11,.017232109
Languedoc-Roussillon,2015m12,-1.1442729
Languedoc-Roussillon,2016m1,.58866274
Languedoc-Roussillon,2016m2,.16225427
Languedoc-Roussillon,2016m3,.40801391
Languedoc-Roussillon,2016m4,-.080807388
Languedoc-Roussillon,2016m5,.061166476
Languedoc-Roussillon,2016m6,-.17674434
Languedoc-Roussillon,2016m7,-1.8339273
Languedoc-Roussillon,2016m8,-2.2906332
Languedoc-Roussillon,2016m9,.40437388
Languedoc-Roussillon,2016m10,-.18689783
Languedoc-Roussillon,2016m11,.30138728
Languedoc-Roussillon,2016m12,-.51094896
Languedoc-Roussillon,2017m1,.57973993
Languedoc-Roussillon,2017m2,1.3813263
Languedoc-Roussillon,2017m3,1.0920343
