date,cat_housing
2011m1,.6481416
2011m2,.3285234
2011m3,.0975173
2011m4,-.0255238
2011m5,-.0007986
2011m6,.4051049
2011m7,.979548
2011m8,1.499722
2011m9,1.284604
2011m10,.8446439
2011m11,.504092
2011m12,.4835972
2012m1,.908886
2012m2,1.272275
2012m3,1.380964
2012m4,1.216639
2012m5,1.329235
2012m6,1.666379
2012m7,1.706263
2012m8,1.261625
2012m9,.8529699
2012m10,.4159929
2012m11,.0450968
2012m12,-.1516818
2013m1,.0363402
2013m2,.290304
2013m3,.490544
2013m4,.6899869
2013m5,.9397365
2013m6,.9968241
2013m7,.5908994
2013m8,-.0808718
2013m9,-.6108561
2013m10,-1.094983
2013m11,-1.474006
2013m12,-1.55745
2014m1,-1.308861
2014m2,-1.0506
2014m3,-.867233
2014m4,-.717402
2014m5,-.6469976
2014m6,-.5048836
2014m7,-.4629515
2014m8,-.6847244
2014m9,-1.01156
2014m10,-1.182755
2014m11,-1.234812
2014m12,-.9729622
2015m1,-.4129903
2015m2,-.1316384
2015m3,.0256727
2015m4,-.0341114
2015m5,-.1386333
2015m6,-.1143788
2015m7,-.1929171
2015m8,-.3976048
2015m9,-.8135238
2015m10,-1.167054
2015m11,-1.324742
2015m12,-1.258332
2016m1,-.8887668
2016m2,-.4823923
2016m3,-.2093065
2016m4,.0161762
