region,date,islam
Franche-Comte,2013m1,-.17225349
Franche-Comte,2013m2,.1365751
Franche-Comte,2013m3,-.73759282
Franche-Comte,2013m4,-.43591565
Franche-Comte,2013m5,-.061078794
Franche-Comte,2013m6,-.50129825
Franche-Comte,2013m7,.77328616
Franche-Comte,2013m8,.33182293
Franche-Comte,2013m9,.0047800662
Franche-Comte,2013m10,.06618809
Franche-Comte,2013m11,.34685364
Franche-Comte,2013m12,1.1891711
Franche-Comte,2014m1,.59116554
Franche-Comte,2014m2,.05471582
Franche-Comte,2014m3,-.6931091
Franche-Comte,2014m4,-.19529085
Franche-Comte,2014m5,-.34965822
Franche-Comte,2014m6,-.18848726
Franche-Comte,2014m7,-.011033965
Franche-Comte,2014m8,-.2231999
Franche-Comte,2014m9,-.73936015
Franche-Comte,2014m10,-.9703058
Franche-Comte,2014m11,-.69603437
Franche-Comte,2014m12,1.0258338
Franche-Comte,2015m1,1.9522123
Franche-Comte,2015m2,.72008753
Franche-Comte,2015m3,-.17111002
Franche-Comte,2015m4,.76937526
Franche-Comte,2015m5,.13000008
Franche-Comte,2015m6,-.1336543
Franche-Comte,2015m7,.51690435
Franche-Comte,2015m8,.51076275
Franche-Comte,2015m9,-.56011754
Franche-Comte,2015m10,.085166276
Franche-Comte,2015m11,1.4652563
Franche-Comte,2015m12,.039498255
Franche-Comte,2016m1,-.38738921
Franche-Comte,2016m2,-.67346936
Franche-Comte,2016m3,-.99318892
Franche-Comte,2016m4,-.87833822
Franche-Comte,2016m5,-.22310427
Franche-Comte,2016m6,.158649
Franche-Comte,2016m7,.75778723
Franche-Comte,2016m8,-.45709771
Franche-Comte,2016m9,.013731048
Franche-Comte,2016m10,-.84976351
Franche-Comte,2016m11,.46411026
Franche-Comte,2016m12,-.20272341
Franche-Comte,2017m1,-.27527255
Franche-Comte,2017m2,.0023477562
Franche-Comte,2017m3,-.29469097
