date,cat_personal_security
2011m1,-.2522155
2011m2,-.0930413
2011m3,.0217472
2011m4,-.0761497
2011m5,-.3122308
2011m6,-.5920296
2011m7,-.6743721
2011m8,-.6276715
2011m9,-.3354082
2011m10,-.1057693
2011m11,-.0811924
2011m12,-.1837278
2012m1,-.2925533
2012m2,-.2258488
2012m3,-.0880342
2012m4,-.0524862
2012m5,-.3257881
2012m6,-.6374018
2012m7,-.6602032
2012m8,-.7438294
2012m9,-.5346547
2012m10,.0782276
2012m11,.9491946
2012m12,1.849544
2013m1,1.79718
2013m2,1.407009
2013m3,1.297346
2013m4,1.293025
2013m5,.5095731
2013m6,-.2478017
2013m7,-.7233662
2013m8,-.9028092
2013m9,-.8617937
2013m10,-.675437
2013m11,-.5893083
2013m12,-.6135755
2014m1,-.5606377
2014m2,-.410483
2014m3,-.2872447
2014m4,-.2976983
2014m5,-.5193098
2014m6,-.8140776
2014m7,-.942594
2014m8,-.8315055
2014m9,-.5668143
2014m10,-.2647485
2014m11,.001258
2014m12,.0913855
2015m1,.0635084
2015m2,-.038565
2015m3,-.056659
2015m4,-.1313058
2015m5,-.4069128
2015m6,-.632111
2015m7,-.6566426
2015m8,-.3848901
2015m9,.2618448
2015m10,1.236989
2015m11,2.079277
2015m12,1.92738
2016m1,1.206905
2016m2,.882478
2016m3,1.030296
2016m4,1.326729
