region,date,juifs
Rhone-Alpes,2013m1,-.11471014
Rhone-Alpes,2013m2,.23807734
Rhone-Alpes,2013m3,.23152854
Rhone-Alpes,2013m4,-.017729744
Rhone-Alpes,2013m5,-.015269037
Rhone-Alpes,2013m6,.27753538
Rhone-Alpes,2013m7,-.28130728
Rhone-Alpes,2013m8,.058226854
Rhone-Alpes,2013m9,-.49393451
Rhone-Alpes,2013m10,-.15411343
Rhone-Alpes,2013m11,-.080085963
Rhone-Alpes,2013m12,1.4812864
Rhone-Alpes,2014m1,2.7737665
Rhone-Alpes,2014m2,.38299692
Rhone-Alpes,2014m3,-.13828553
Rhone-Alpes,2014m4,.21197134
Rhone-Alpes,2014m5,.0033388403
Rhone-Alpes,2014m6,-.16000243
Rhone-Alpes,2014m7,1.741231
Rhone-Alpes,2014m8,.22875662
Rhone-Alpes,2014m9,-.54113477
Rhone-Alpes,2014m10,-.13185963
Rhone-Alpes,2014m11,-.099648766
Rhone-Alpes,2014m12,.0833233
Rhone-Alpes,2015m1,2.133456
Rhone-Alpes,2015m2,1.2672584
Rhone-Alpes,2015m3,-.19316687
Rhone-Alpes,2015m4,.096264824
Rhone-Alpes,2015m5,-.18484814
Rhone-Alpes,2015m6,-.34306431
Rhone-Alpes,2015m7,-.17602381
Rhone-Alpes,2015m8,.15522416
Rhone-Alpes,2015m9,-.77903134
Rhone-Alpes,2015m10,-.33585119
Rhone-Alpes,2015m11,-.32211807
Rhone-Alpes,2015m12,.094066463
Rhone-Alpes,2016m1,-.067687511
Rhone-Alpes,2016m2,-.23924175
Rhone-Alpes,2016m3,-.4364706
Rhone-Alpes,2016m4,-.25096524
Rhone-Alpes,2016m5,-.40080854
Rhone-Alpes,2016m6,-.37870499
Rhone-Alpes,2016m7,-.72555262
Rhone-Alpes,2016m8,-.93190902
Rhone-Alpes,2016m9,-.62955898
Rhone-Alpes,2016m10,-.62243885
Rhone-Alpes,2016m11,-.81997228
Rhone-Alpes,2016m12,-.49003723
Rhone-Alpes,2017m1,-.35883895
Rhone-Alpes,2017m2,-.160641
Rhone-Alpes,2017m3,-.12744752
