date,cat_housing
2008m1,2.113178
2008m2,1.053998
2008m3,.3755105
2008m4,-.124892
2008m5,-.4791746
2008m6,-.5950808
2008m7,-.6049943
2008m8,-.6777654
2008m9,-.674426
2008m10,-.4780178
2008m11,.2161376
2008m12,1.45496
2009m1,2.297519
2009m2,2.201381
2009m3,1.992668
2009m4,1.431618
2009m5,.9330722
2009m6,.5713567
2009m7,.3189811
2009m8,.1569123
2009m9,.2316566
2009m10,.4609101
2009m11,.5446987
2009m12,.6597473
2010m1,.8336192
2010m2,.9374238
2010m3,.9096974
2010m4,.8734898
2010m5,1.231203
2010m6,1.822246
2010m7,2.29193
2010m8,2.32147
2010m9,1.8531
2010m10,1.353846
2010m11,.749675
2010m12,.0754372
2011m1,-.310849
2011m2,-.4410165
2011m3,-.4670849
2011m4,-.497057
2011m5,-.450768
2011m6,-.2996711
2011m7,.026611
2011m8,.376361
2011m9,.4159588
2011m10,.248648
2011m11,-.0569701
2011m12,-.1714734
2012m1,.0625388
2012m2,.2153117
2012m3,.235986
2012m4,.152825
2012m5,.104243
2012m6,.1881367
2012m7,.3921268
2012m8,.4357415
2012m9,.2485698
2012m10,-.0818581
2012m11,-.3151092
2012m12,-.428751
2013m1,-.347466
2013m2,-.3179877
2013m3,-.2418539
2013m4,-.1447177
2013m5,-.00416
2013m6,.0138454
2013m7,-.1939382
2013m8,-.5403786
2013m9,-.898858
2013m10,-1.168881
2013m11,-1.341065
2013m12,-1.384116
2014m1,-1.257462
2014m2,-1.159246
2014m3,-1.081892
2014m4,-1.017415
2014m5,-.9446505
2014m6,-.8249385
2014m7,-.785288
2014m8,-.8158951
2014m9,-.949037
2014m10,-1.054711
2014m11,-1.128832
2014m12,-.9826568
2015m1,-.7743906
2015m2,-.688212
2015m3,-.580606
2015m4,-.5488986
2015m5,-.6110379
2015m6,-.5714406
2015m7,-.4894068
2015m8,-.4842601
2015m9,-.6644976
2015m10,-.9324185
2015m11,-1.069654
2015m12,-1.001227
2016m1,-.7524031
2016m2,-.4691851
2016m3,-.2020499
2016m4,.1957446
