date,swb_laugh
2008m1,-.8336053
2008m2,.1988793
2008m3,.9010666
2008m4,1.021822
2008m5,.7541703
2008m6,.2914821
2008m7,.0505736
2008m8,-.1963031
2008m9,-.4553199
2008m10,-.6065068
2008m11,-.2290988
2008m12,.1313407
2009m1,-.1532558
2009m2,-.6748788
2009m3,-.7239636
2009m4,-.4265162
2009m5,-.172999
2009m6,-.2107153
2009m7,-.6673713
2009m8,-1.036044
2009m9,-1.173803
2009m10,-.9467234
2009m11,-.641688
2009m12,-.2523545
2010m1,.0628012
2010m2,.8873658
2010m3,1.090288
2010m4,1.51508
2010m5,1.944272
2010m6,1.857133
2010m7,1.51392
2010m8,1.229049
2010m9,1.40129
2010m10,1.243443
2010m11,1.153953
2010m12,.8681326
2011m1,.4631514
2011m2,.2649304
2011m3,.4263886
2011m4,.9254611
2011m5,1.292982
2011m6,1.582696
2011m7,1.240656
2011m8,.5705389
2011m9,.334695
2011m10,.496067
2011m11,.8027994
2011m12,.7135818
2012m1,.3538939
2012m2,.1316728
2012m3,.4633521
2012m4,.9632025
2012m5,1.392282
2012m6,1.685268
2012m7,1.504702
2012m8,.9848361
2012m9,.3991717
2012m10,-.0266379
2012m11,-.1657564
2012m12,-.5198398
2013m1,-.9467653
2013m2,-.6605855
2013m3,.1657938
2013m4,.8815731
2013m5,1.375878
2013m6,1.642211
2013m7,1.513815
2013m8,1.106786
2013m9,.8235607
2013m10,.6746124
2013m11,.786972
2013m12,.370526
2014m1,-.0709684
2014m2,-.1195339
2014m3,.1108577
2014m4,.4087348
2014m5,.671804
2014m6,.8990952
2014m7,1.065779
2014m8,1.316127
2014m9,1.440833
2014m10,1.400817
2014m11,1.136259
2014m12,.78199
2015m1,.558452
2015m2,.5607578
2015m3,.6429621
2015m4,.6574303
2015m5,.7741258
2015m6,.7774996
2015m7,.6674111
2015m8,.4632967
2015m9,.0660217
2015m10,-.1980794
2015m11,-.2211753
2015m12,-.1378236
2016m1,-.0945705
2016m2,-.0159774
2016m3,-.0987154
2016m4,.0438666
